ACAP2	14	0_HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.071	1_KEGG_CELL_CYCLE	0.071	1_KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.071	1_KEGG_PATHWAYS_IN_CANCER	0.071	1_KEGG_MELANOMA	0.071	1_KEGG_BLADDER_CANCER	0.071	1_KEGG_SMALL_CELL_LUNG_CANCER	0.071	2_EXTRACELLULAR_REGION	0.071	2_EXTRACELLULAR_REGION_PART	0.071	2_EXTRACELLULAR_SPACE	0.071	
HNF1A	4	0_HALLMARK_G2M_CHECKPOINT	0.750	0_HALLMARK_E2F_TARGETS	0.750	1_KEGG_CELL_CYCLE	0.750	1_KEGG_OOCYTE_MEIOSIS	0.750	1_KEGG_P53_SIGNALING_PATHWAY	0.750	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.750	2_M_PHASE	0.750	2_CELL_CYCLE_PROCESS	0.750	2_MITOTIC_CELL_CYCLE	0.750	2_CELL_CYCLE_PHASE	0.750	
HOMEZ	4	1_KEGG_PATHWAYS_IN_CANCER	0.250	1_KEGG_MELANOMA	0.250	2_ANATOMICAL_STRUCTURE_MORPHOGENESIS	0.250	2_AGING	0.250	2_CELL_PROLIFERATION_GO_0008283	0.250	2_REGULATION_OF_CELL_PROLIFERATION	0.250	
HOXD12	4	0_HALLMARK_G2M_CHECKPOINT	0.250	0_HALLMARK_E2F_TARGETS	0.250	0_HALLMARK_KRAS_SIGNALING_UP	0.250	1_KEGG_CELL_CYCLE	0.250	1_KEGG_OOCYTE_MEIOSIS	0.250	1_KEGG_P53_SIGNALING_PATHWAY	0.250	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.250	1_KEGG_PATHWAYS_IN_CANCER	0.250	1_KEGG_PANCREATIC_CANCER	0.250	1_KEGG_BLADDER_CANCER	0.250	
IL5RA	2	1_KEGG_JAK_STAT_SIGNALING_PATHWAY	1.000	2_CELL_PROLIFERATION_GO_0008283	1.000	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_E2F_TARGETS	0.500	1_KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.500	1_KEGG_HEMATOPOIETIC_CELL_LINEAGE	0.500	1_KEGG_INSULIN_SIGNALING_PATHWAY	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_COLORECTAL_CANCER	0.500	1_KEGG_PROSTATE_CANCER	0.500	
ITGAV	13	1_KEGG_PATHWAYS_IN_CANCER	0.846	1_KEGG_CELL_CYCLE	0.769	1_KEGG_SMALL_CELL_LUNG_CANCER	0.769	0_HALLMARK_E2F_TARGETS	0.692	1_KEGG_P53_SIGNALING_PATHWAY	0.692	2_CELL_PROLIFERATION_GO_0008283	0.692	2_CELL_CYCLE_GO_0007049	0.692	2_REGULATION_OF_CELL_CYCLE	0.692	0_HALLMARK_G2M_CHECKPOINT	0.615	2_CELL_CYCLE_PROCESS	0.615	
JDP2	4	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_E2F_TARGETS	0.500	1_KEGG_CELL_CYCLE	0.500	1_KEGG_P53_SIGNALING_PATHWAY	0.500	1_KEGG_FOCAL_ADHESION	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_SMALL_CELL_LUNG_CANCER	0.500	2_EXTRACELLULAR_REGION_PART	0.500	2_CELL_CYCLE_PROCESS	0.500	2_CELL_CYCLE_GO_0007049	0.500	
JUN	10	0_HALLMARK_G2M_CHECKPOINT	0.800	0_HALLMARK_E2F_TARGETS	0.800	1_KEGG_CELL_CYCLE	0.800	2_CELL_CYCLE_GO_0007049	0.800	1_KEGG_P53_SIGNALING_PATHWAY	0.700	1_KEGG_PATHWAYS_IN_CANCER	0.700	2_CELL_CYCLE_PROCESS	0.700	2_CELL_CYCLE_PHASE	0.700	2_REGULATION_OF_CELL_CYCLE	0.700	2_M_PHASE	0.600	
JUNB	12	1_KEGG_CELL_CYCLE	0.667	1_KEGG_PATHWAYS_IN_CANCER	0.667	2_CELL_PROLIFERATION_GO_0008283	0.667	0_HALLMARK_G2M_CHECKPOINT	0.583	0_HALLMARK_E2F_TARGETS	0.583	1_KEGG_P53_SIGNALING_PATHWAY	0.583	2_CELL_CYCLE_PROCESS	0.583	2_CELL_CYCLE_PHASE	0.583	2_CELL_CYCLE_GO_0007049	0.583	2_REGULATION_OF_CELL_CYCLE	0.583	
KCNQ2	9	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.333	0_HALLMARK_G2M_CHECKPOINT	0.222	0_HALLMARK_E2F_TARGETS	0.222	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.222	1_KEGG_CELL_CYCLE	0.222	1_KEGG_FOCAL_ADHESION	0.222	1_KEGG_ECM_RECEPTOR_INTERACTION	0.222	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.222	2_EXTRACELLULAR_MATRIX_PART	0.222	2_EXTRACELLULAR_REGION	0.222	
KCNQ3	26	1_KEGG_P53_SIGNALING_PATHWAY	0.346	1_KEGG_CELL_CYCLE	0.308	2_CELL_CYCLE_GO_0007049	0.308	2_REGULATION_OF_CELL_CYCLE	0.308	0_HALLMARK_G2M_CHECKPOINT	0.269	0_HALLMARK_E2F_TARGETS	0.269	1_KEGG_PATHWAYS_IN_CANCER	0.269	2_CELL_PROLIFERATION_GO_0008283	0.269	2_CELL_CYCLE_PROCESS	0.231	2_CELL_CYCLE_PHASE	0.231	
KCNQ4	7	2_CATION_TRANSPORT	0.286	2_ION_TRANSPORT	0.286	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.143	1_KEGG_FOCAL_ADHESION	0.143	1_KEGG_PATHWAYS_IN_CANCER	0.143	1_KEGG_PANCREATIC_CANCER	0.143	1_KEGG_MELANOMA	0.143	1_KEGG_BLADDER_CANCER	0.143	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.143	2_EXTRACELLULAR_MATRIX_PART	0.143	
KIF15	4	0_HALLMARK_G2M_CHECKPOINT	0.750	0_HALLMARK_E2F_TARGETS	0.750	1_KEGG_CELL_CYCLE	0.750	1_KEGG_P53_SIGNALING_PATHWAY	0.750	2_M_PHASE	0.750	2_CELL_CYCLE_PROCESS	0.750	2_CELL_CYCLE_PHASE	0.750	2_CELL_PROLIFERATION_GO_0008283	0.750	2_CELL_CYCLE_GO_0007049	0.750	1_KEGG_PATHWAYS_IN_CANCER	0.500	
KIF21A	10	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	2_M_PHASE	1.000	2_CELL_CYCLE_PROCESS	1.000	2_MITOTIC_CELL_CYCLE	1.000	2_CELL_CYCLE_PHASE	1.000	2_CELL_CYCLE_GO_0007049	1.000	1_KEGG_CELL_CYCLE	0.900	1_KEGG_P53_SIGNALING_PATHWAY	0.900	2_MITOSIS	0.900	
KLF9	4	0_HALLMARK_G2M_CHECKPOINT	0.250	0_HALLMARK_E2F_TARGETS	0.250	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.250	1_KEGG_CELL_CYCLE	0.250	1_KEGG_P53_SIGNALING_PATHWAY	0.250	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.250	1_KEGG_PATHWAYS_IN_CANCER	0.250	1_KEGG_PANCREATIC_CANCER	0.250	1_KEGG_GLIOMA	0.250	1_KEGG_PROSTATE_CANCER	0.250	
KLK3	2	0_HALLMARK_E2F_TARGETS	1.000	2_CELL_PROLIFERATION_GO_0008283	1.000	0_HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.500	0_HALLMARK_IL6_JAK_STAT3_SIGNALING	0.500	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_APOPTOSIS	0.500	0_HALLMARK_INTERFERON_GAMMA_RESPONSE	0.500	0_HALLMARK_ALLOGRAFT_REJECTION	0.500	1_KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.500	1_KEGG_CELL_CYCLE	0.500	
KRAS	32	0_HALLMARK_G2M_CHECKPOINT	0.844	1_KEGG_CELL_CYCLE	0.844	2_CELL_CYCLE_GO_0007049	0.844	0_HALLMARK_E2F_TARGETS	0.812	2_CELL_CYCLE_PROCESS	0.781	2_CELL_CYCLE_PHASE	0.750	2_CELL_PROLIFERATION_GO_0008283	0.750	2_REGULATION_OF_CELL_CYCLE	0.719	1_KEGG_P53_SIGNALING_PATHWAY	0.688	1_KEGG_PATHWAYS_IN_CANCER	0.688	
LAMA5	19	0_HALLMARK_G2M_CHECKPOINT	0.789	0_HALLMARK_E2F_TARGETS	0.789	1_KEGG_CELL_CYCLE	0.789	1_KEGG_P53_SIGNALING_PATHWAY	0.789	2_CELL_CYCLE_GO_0007049	0.737	1_KEGG_PATHWAYS_IN_CANCER	0.632	2_CELL_CYCLE_PROCESS	0.632	2_CELL_PROLIFERATION_GO_0008283	0.632	2_REGULATION_OF_CELL_CYCLE	0.632	1_KEGG_SMALL_CELL_LUNG_CANCER	0.579	
LAMB1	9	1_KEGG_P53_SIGNALING_PATHWAY	0.778	1_KEGG_PATHWAYS_IN_CANCER	0.778	1_KEGG_FOCAL_ADHESION	0.667	1_KEGG_SMALL_CELL_LUNG_CANCER	0.667	2_CELL_PROLIFERATION_GO_0008283	0.667	2_CELL_CYCLE_GO_0007049	0.667	0_HALLMARK_G2M_CHECKPOINT	0.556	0_HALLMARK_E2F_TARGETS	0.556	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.556	1_KEGG_CELL_CYCLE	0.556	
LHX4	4	1_KEGG_CELL_CYCLE	0.750	1_KEGG_P53_SIGNALING_PATHWAY	0.750	2_CELL_CYCLE_GO_0007049	0.750	2_REGULATION_OF_CELL_CYCLE	0.750	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_E2F_TARGETS	0.500	1_KEGG_SMALL_CELL_LUNG_CANCER	0.500	2_M_PHASE	0.500	2_CELL_CYCLE_PROCESS	0.500	2_MITOTIC_CELL_CYCLE	0.500	
LRP2	8	2_REGULATION_OF_CELL_CYCLE	0.625	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_E2F_TARGETS	0.500	1_KEGG_CELL_CYCLE	0.500	2_CELL_CYCLE_GO_0007049	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.375	1_KEGG_PATHWAYS_IN_CANCER	0.375	2_M_PHASE	0.375	2_CELL_CYCLE_PROCESS	0.375	2_CELL_CYCLE_PHASE	0.375	
MAFA	33	1_KEGG_CELL_CYCLE	0.636	1_KEGG_P53_SIGNALING_PATHWAY	0.545	1_KEGG_PATHWAYS_IN_CANCER	0.545	2_CELL_PROLIFERATION_GO_0008283	0.545	2_CELL_CYCLE_GO_0007049	0.545	2_REGULATION_OF_CELL_CYCLE	0.515	0_HALLMARK_E2F_TARGETS	0.485	0_HALLMARK_G2M_CHECKPOINT	0.455	1_KEGG_SMALL_CELL_LUNG_CANCER	0.394	2_CELL_CYCLE_PHASE	0.394	
MAFG	5	0_HALLMARK_G2M_CHECKPOINT	0.600	0_HALLMARK_E2F_TARGETS	0.600	1_KEGG_CELL_CYCLE	0.600	1_KEGG_P53_SIGNALING_PATHWAY	0.600	1_KEGG_PATHWAYS_IN_CANCER	0.600	2_M_PHASE	0.600	2_CELL_CYCLE_PROCESS	0.600	2_CELL_CYCLE_PHASE	0.600	2_CELL_CYCLE_CHECKPOINT_GO_0000075	0.600	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.600	
MAPK13	8	1_KEGG_PATHWAYS_IN_CANCER	0.750	0_HALLMARK_E2F_TARGETS	0.625	1_KEGG_CELL_CYCLE	0.625	1_KEGG_P53_SIGNALING_PATHWAY	0.625	2_SIGNAL_TRANSDUCTION	0.625	2_CELL_PROLIFERATION_GO_0008283	0.625	2_CELL_CYCLE_GO_0007049	0.625	2_REGULATION_OF_CELL_CYCLE	0.625	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	
MAPK14	9	1_KEGG_PATHWAYS_IN_CANCER	0.778	0_HALLMARK_E2F_TARGETS	0.667	1_KEGG_CELL_CYCLE	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.667	2_CELL_CYCLE_GO_0007049	0.667	2_REGULATION_OF_CELL_CYCLE	0.667	0_HALLMARK_G2M_CHECKPOINT	0.556	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.556	2_SIGNAL_TRANSDUCTION	0.556	2_CELL_PROLIFERATION_GO_0008283	0.556	
MED13L	4	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_E2F_TARGETS	0.500	1_KEGG_CELL_CYCLE	0.500	1_KEGG_P53_SIGNALING_PATHWAY	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_SMALL_CELL_LUNG_CANCER	0.500	2_CELL_CYCLE_PROCESS	0.500	2_CELL_CYCLE_PHASE	0.500	2_AGING	0.500	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.500	
MED29	2	0_HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.500	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_E2F_TARGETS	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	0_HALLMARK_IL2_STAT5_SIGNALING	0.500	1_KEGG_MAPK_SIGNALING_PATHWAY	0.500	1_KEGG_CELL_CYCLE	0.500	1_KEGG_OOCYTE_MEIOSIS	0.500	1_KEGG_FOCAL_ADHESION	0.500	1_KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.500	
MEIS1	8	0_HALLMARK_G2M_CHECKPOINT	0.750	0_HALLMARK_E2F_TARGETS	0.750	1_KEGG_CELL_CYCLE	0.750	1_KEGG_P53_SIGNALING_PATHWAY	0.750	2_CELL_PROLIFERATION_GO_0008283	0.750	2_CELL_CYCLE_GO_0007049	0.750	1_KEGG_PATHWAYS_IN_CANCER	0.625	1_KEGG_PANCREATIC_CANCER	0.625	1_KEGG_MELANOMA	0.625	2_CELL_CYCLE_PROCESS	0.625	
MMP14	6	2_CELL_PROLIFERATION_GO_0008283	0.833	0_HALLMARK_G2M_CHECKPOINT	0.667	0_HALLMARK_E2F_TARGETS	0.667	1_KEGG_CELL_CYCLE	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.667	1_KEGG_PATHWAYS_IN_CANCER	0.667	1_KEGG_MELANOMA	0.667	2_M_PHASE	0.667	2_CELL_CYCLE_PROCESS	0.667	2_MITOTIC_CELL_CYCLE	0.667	
MMP2	3	2_CELL_PROLIFERATION_GO_0008283	1.000	0_HALLMARK_KRAS_SIGNALING_UP	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.667	1_KEGG_PATHWAYS_IN_CANCER	0.667	2_SIGNAL_TRANSDUCTION	0.667	2_IMMUNE_RESPONSE	0.667	2_IMMUNE_SYSTEM_PROCESS	0.667	2_REGULATION_OF_CELL_CYCLE	0.667	2_REGULATION_OF_CELL_PROLIFERATION	0.667	0_HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.333	
MMP8	11	1_KEGG_CELL_CYCLE	0.818	0_HALLMARK_E2F_TARGETS	0.727	1_KEGG_P53_SIGNALING_PATHWAY	0.727	2_CELL_PROLIFERATION_GO_0008283	0.727	2_CELL_CYCLE_GO_0007049	0.727	0_HALLMARK_G2M_CHECKPOINT	0.636	2_EXTRACELLULAR_REGION	0.636	2_EXTRACELLULAR_REGION_PART	0.636	2_COLLAGEN	0.636	2_CELL_CYCLE_PROCESS	0.636	
MSX1	4	2_REGULATION_OF_KINASE_ACTIVITY	0.750	2_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	0.750	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.750	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_E2F_TARGETS	0.500	1_KEGG_CELL_CYCLE	0.500	1_KEGG_P53_SIGNALING_PATHWAY	0.500	2_REGULATION_OF_TRANSFERASE_ACTIVITY	0.500	2_INTERPHASE	0.500	2_CELL_CYCLE_PROCESS	0.500	
MYB	2	0_HALLMARK_G2M_CHECKPOINT	1.000	0_HALLMARK_E2F_TARGETS	1.000	1_KEGG_CELL_CYCLE	1.000	2_DNA_METABOLIC_PROCESS	1.000	2_M_PHASE	1.000	2_CELL_CYCLE_PROCESS	1.000	2_MITOTIC_CELL_CYCLE	1.000	2_CELL_CYCLE_PHASE	1.000	2_CELL_CYCLE_CHECKPOINT_GO_0000075	1.000	2_CELL_PROLIFERATION_GO_0008283	1.000	
MYC	97	1_KEGG_CELL_CYCLE	0.845	1_KEGG_P53_SIGNALING_PATHWAY	0.814	2_CELL_CYCLE_GO_0007049	0.814	2_REGULATION_OF_CELL_CYCLE	0.794	0_HALLMARK_E2F_TARGETS	0.742	2_CELL_PROLIFERATION_GO_0008283	0.722	0_HALLMARK_G2M_CHECKPOINT	0.691	1_KEGG_PATHWAYS_IN_CANCER	0.639	2_CELL_CYCLE_PHASE	0.619	2_CELL_CYCLE_PROCESS	0.598	
MYCBP	26	
NCOA3	24	1_KEGG_P53_SIGNALING_PATHWAY	0.708	2_CELL_PROLIFERATION_GO_0008283	0.667	0_HALLMARK_E2F_TARGETS	0.625	1_KEGG_CELL_CYCLE	0.625	2_CELL_CYCLE_GO_0007049	0.625	2_REGULATION_OF_CELL_CYCLE	0.625	0_HALLMARK_G2M_CHECKPOINT	0.583	2_M_PHASE	0.583	2_CELL_CYCLE_PROCESS	0.583	2_CELL_CYCLE_PHASE	0.583	
NCOR2	8	0_HALLMARK_G2M_CHECKPOINT	0.750	0_HALLMARK_E2F_TARGETS	0.750	1_KEGG_CELL_CYCLE	0.750	1_KEGG_P53_SIGNALING_PATHWAY	0.750	2_CELL_CYCLE_PROCESS	0.750	2_CELL_CYCLE_PHASE	0.750	2_CELL_CYCLE_GO_0007049	0.750	2_MITOTIC_CELL_CYCLE	0.625	2_REGULATION_OF_CELL_CYCLE	0.625	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	
NDN	2	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_MELANOMA	0.500	2_ANATOMICAL_STRUCTURE_MORPHOGENESIS	0.500	2_AGING	0.500	2_CELL_PROLIFERATION_GO_0008283	0.500	2_REGULATION_OF_CELL_PROLIFERATION	0.500	
NDUFA9	1	0_HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.000	1_KEGG_OXIDATIVE_PHOSPHORYLATION	1.000	1_KEGG_ALZHEIMERS_DISEASE	1.000	1_KEGG_PARKINSONS_DISEASE	1.000	1_KEGG_HUNTINGTONS_DISEASE	1.000	2_ORGANELLE_INNER_MEMBRANE	1.000	2_MITOCHONDRIAL_PART	1.000	2_MITOCHONDRIAL_MEMBRANE	1.000	2_NADH_DEHYDROGENASE_COMPLEX	1.000	2_ORGANELLE_MEMBRANE	1.000	
NF1	14	1_KEGG_P53_SIGNALING_PATHWAY	0.643	1_KEGG_CELL_CYCLE	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	2_CELL_PROLIFERATION_GO_0008283	0.500	0_HALLMARK_G2M_CHECKPOINT	0.429	0_HALLMARK_E2F_TARGETS	0.429	1_KEGG_FOCAL_ADHESION	0.429	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.357	1_KEGG_MELANOMA	0.357	2_EXTRACELLULAR_REGION	0.357	
NFIB	8	0_HALLMARK_G2M_CHECKPOINT	0.375	1_KEGG_CELL_CYCLE	0.375	1_KEGG_PATHWAYS_IN_CANCER	0.375	2_CELL_PROLIFERATION_GO_0008283	0.375	2_CELL_CYCLE_GO_0007049	0.375	2_REGULATION_OF_CELL_CYCLE	0.375	0_HALLMARK_E2F_TARGETS	0.250	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.250	1_KEGG_P53_SIGNALING_PATHWAY	0.250	2_SIGNAL_TRANSDUCTION	0.250	
NFIC	4	0_HALLMARK_E2F_TARGETS	0.750	1_KEGG_CELL_CYCLE	0.750	1_KEGG_P53_SIGNALING_PATHWAY	0.750	1_KEGG_PATHWAYS_IN_CANCER	0.750	2_M_PHASE	0.750	2_CELL_CYCLE_PROCESS	0.750	2_CELL_CYCLE_PHASE	0.750	2_CELL_CYCLE_GO_0007049	0.750	2_REGULATION_OF_CELL_CYCLE	0.750	0_HALLMARK_G2M_CHECKPOINT	0.500	
NLRC4	7	0_HALLMARK_G2M_CHECKPOINT	0.571	0_HALLMARK_E2F_TARGETS	0.571	1_KEGG_CELL_CYCLE	0.571	1_KEGG_P53_SIGNALING_PATHWAY	0.571	2_REGULATION_OF_MOLECULAR_FUNCTION	0.571	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.571	2_CELL_PROLIFERATION_GO_0008283	0.571	2_CELL_CYCLE_GO_0007049	0.571	2_REGULATION_OF_CELL_CYCLE	0.571	1_KEGG_SMALL_CELL_LUNG_CANCER	0.429	
NOTCH3	27	1_KEGG_P53_SIGNALING_PATHWAY	0.815	0_HALLMARK_E2F_TARGETS	0.741	1_KEGG_CELL_CYCLE	0.741	2_CELL_CYCLE_GO_0007049	0.704	0_HALLMARK_G2M_CHECKPOINT	0.667	2_CELL_CYCLE_PROCESS	0.667	2_CELL_CYCLE_PHASE	0.667	2_CELL_PROLIFERATION_GO_0008283	0.667	2_REGULATION_OF_CELL_CYCLE	0.667	2_M_PHASE	0.593	
NOTCH4	9	0_HALLMARK_G2M_CHECKPOINT	0.556	0_HALLMARK_E2F_TARGETS	0.556	1_KEGG_PATHWAYS_IN_CANCER	0.556	2_CELL_PROLIFERATION_GO_0008283	0.556	2_CELL_CYCLE_GO_0007049	0.556	1_KEGG_CELL_CYCLE	0.444	1_KEGG_BLADDER_CANCER	0.444	2_M_PHASE	0.444	2_CELL_CYCLE_PROCESS	0.444	2_MITOTIC_CELL_CYCLE	0.444	
NR2F2	7	2_MITOCHONDRIAL_MEMBRANE_ORGANIZATION_AND_BIOGENESIS	0.286	0_HALLMARK_G2M_CHECKPOINT	0.143	0_HALLMARK_APOPTOSIS	0.143	0_HALLMARK_E2F_TARGETS	0.143	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.143	1_KEGG_HOMOLOGOUS_RECOMBINATION	0.143	1_KEGG_FOCAL_ADHESION	0.143	1_KEGG_RENIN_ANGIOTENSIN_SYSTEM	0.143	1_KEGG_PATHWAYS_IN_CANCER	0.143	1_KEGG_PANCREATIC_CANCER	0.143	
NRAS	6	1_KEGG_CELL_CYCLE	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.667	1_KEGG_PATHWAYS_IN_CANCER	0.667	1_KEGG_PROSTATE_CANCER	0.667	2_CELL_PROLIFERATION_GO_0008283	0.667	2_REGULATION_OF_CELL_PROLIFERATION	0.667	1_KEGG_PANCREATIC_CANCER	0.500	1_KEGG_GLIOMA	0.500	1_KEGG_MELANOMA	0.500	1_KEGG_BLADDER_CANCER	0.500	
NUMA1	13	0_HALLMARK_G2M_CHECKPOINT	0.923	0_HALLMARK_E2F_TARGETS	0.923	1_KEGG_CELL_CYCLE	0.923	2_CELL_CYCLE_PROCESS	0.923	2_MITOTIC_CELL_CYCLE	0.923	2_CELL_CYCLE_PHASE	0.923	2_CELL_CYCLE_GO_0007049	0.923	1_KEGG_P53_SIGNALING_PATHWAY	0.846	2_M_PHASE	0.846	2_CELL_PROLIFERATION_GO_0008283	0.846	
OVGP1	6	1_KEGG_CELL_CYCLE	0.500	1_KEGG_P53_SIGNALING_PATHWAY	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	2_REGULATION_OF_KINASE_ACTIVITY	0.500	2_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	0.500	2_REGULATION_OF_TRANSFERASE_ACTIVITY	0.500	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.500	2_CELL_CYCLE_GO_0007049	0.500	2_REGULATION_OF_CELL_CYCLE	0.500	0_HALLMARK_G2M_CHECKPOINT	0.333	
PAK2	34	0_HALLMARK_E2F_TARGETS	0.735	1_KEGG_CELL_CYCLE	0.735	0_HALLMARK_G2M_CHECKPOINT	0.706	1_KEGG_PATHWAYS_IN_CANCER	0.676	2_CELL_CYCLE_GO_0007049	0.676	1_KEGG_P53_SIGNALING_PATHWAY	0.647	2_REGULATION_OF_CELL_CYCLE	0.647	2_CELL_PROLIFERATION_GO_0008283	0.618	2_CELL_CYCLE_PROCESS	0.588	2_CELL_CYCLE_PHASE	0.588	
PDGFRB	5	0_HALLMARK_G2M_CHECKPOINT	0.600	0_HALLMARK_E2F_TARGETS	0.600	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.600	1_KEGG_CELL_CYCLE	0.600	1_KEGG_P53_SIGNALING_PATHWAY	0.600	1_KEGG_PATHWAYS_IN_CANCER	0.600	2_M_PHASE	0.600	2_CELL_CYCLE_PROCESS	0.600	2_CELL_CYCLE_PHASE	0.600	2_CELL_PROLIFERATION_GO_0008283	0.600	
PDK1	2	0_HALLMARK_MITOTIC_SPINDLE	0.500	0_HALLMARK_G2M_CHECKPOINT	0.500	0_HALLMARK_E2F_TARGETS	0.500	1_KEGG_MAPK_SIGNALING_PATHWAY	0.500	1_KEGG_CELL_CYCLE	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_MELANOMA	0.500	2_SARCOMERE	0.500	2_MYOFIBRIL	0.500	2_NON_MEMBRANE_BOUND_ORGANELLE	0.500	
PGR	12	1_KEGG_CELL_CYCLE	0.750	1_KEGG_P53_SIGNALING_PATHWAY	0.750	0_HALLMARK_E2F_TARGETS	0.667	2_CELL_CYCLE_GO_0007049	0.667	2_REGULATION_OF_CELL_CYCLE	0.667	0_HALLMARK_G2M_CHECKPOINT	0.583	2_CELL_CYCLE_PROCESS	0.583	2_CELL_PROLIFERATION_GO_0008283	0.583	2_CELL_CYCLE_PHASE	0.500	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.500	
PIAS2	6	0_HALLMARK_G2M_CHECKPOINT	0.833	0_HALLMARK_E2F_TARGETS	0.833	1_KEGG_CELL_CYCLE	0.833	1_KEGG_P53_SIGNALING_PATHWAY	0.833	2_M_PHASE	0.833	2_CELL_CYCLE_PROCESS	0.833	2_CELL_CYCLE_PHASE	0.833	2_CELL_PROLIFERATION_GO_0008283	0.833	2_CELL_CYCLE_GO_0007049	0.833	2_REGULATION_OF_CELL_CYCLE	0.833	
PIAS3	16	1_KEGG_PATHWAYS_IN_CANCER	0.625	2_CELL_CYCLE_GO_0007049	0.625	2_REGULATION_OF_CELL_CYCLE	0.625	0_HALLMARK_G2M_CHECKPOINT	0.562	1_KEGG_CELL_CYCLE	0.562	1_KEGG_P53_SIGNALING_PATHWAY	0.562	1_KEGG_SMALL_CELL_LUNG_CANCER	0.562	2_CELL_PROLIFERATION_GO_0008283	0.562	0_HALLMARK_E2F_TARGETS	0.500	2_M_PHASE	0.500	
