2_RNA_METABOLIC_PROCESS	2_NUCLEUS	1_KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1_KEGG_BLADDER_CANCER	2_VESICLE_COAT	2_INTRACELLULAR_ORGANELLE_PART	1_KEGG_LEISHMANIA_INFECTION	0_HALLMARK_OXIDATIVE_PHOSPHORYLATION	2_PLASMA_MEMBRANE	2_EXTRACELLULAR_MATRIX_PART	2_CELLULAR_LOCALIZATION	2_COLLAGEN	2_CELL_JUNCTION	2_GATED_CHANNEL_ACTIVITY	2_COAGULATION	2_STRUCTURAL_CONSTITUENT_OF_MUSCLE	2_CHROMOSOME	2_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	2_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	1_KEGG_THYROID_CANCER	1_KEGG_TIGHT_JUNCTION	2_CATION_CHANNEL_ACTIVITY	2_ION_CHANNEL_ACTIVITY	2_BLOOD_COAGULATION	2_DNA_BINDING	0_HALLMARK_COMPLEMENT	2_INOSITOL_OR_PHOSPHATIDYLINOSITOL_PHOSPHATASE_ACTIVITY	2_CONTRACTILE_FIBER	2_CYTOPLASMIC_PART	2_GOLGI_APPARATUS	1_KEGG_HEDGEHOG_SIGNALING_PATHWAY	2_SYNAPTIC_TRANSMISSION	1_KEGG_ASTHMA	2_POSITIVE_REGULATION_OF_CELLULAR_PROCESS	2_MITOTIC_CELL_CYCLE	2_SUBSTRATE_SPECIFIC_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2_STRUCTURE_SPECIFIC_DNA_BINDING	2_REGULATION_OF_HEART_CONTRACTION	2_RNA_BIOSYNTHETIC_PROCESS	2_AGING	1_KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	2_NUCLEAR_LUMEN	2_AXON	1_KEGG_PROSTATE_CANCER	1_KEGG_OXIDATIVE_PHOSPHORYLATION	2_MITOSIS	2_SYSTEM_PROCESS	2_NUCLEOPLASM	2_ACTIN_CYTOSKELETON	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2_SARCOMERE	2_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2_CELL_CELL_SIGNALING	0_HALLMARK_PROTEIN_SECRETION	1_KEGG_ALLOGRAFT_REJECTION	0_HALLMARK_E2F_TARGETS	0_HALLMARK_ANGIOGENESIS	2_NEGATIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS	1_KEGG_P53_SIGNALING_PATHWAY	1_KEGG_AXON_GUIDANCE	2_REGULATION_OF_PHOSPHORYLATION	1_KEGG_PROTEIN_EXPORT	2_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION	2_CELL_PROLIFERATION_GO_0008283	1_KEGG_OOCYTE_MEIOSIS	2_ESTABLISHMENT_OF_CELLULAR_LOCALIZATION	2_REGULATION_OF_CELL_CYCLE	0_HALLMARK_COAGULATION	1_KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	2_INTERPHASE	0_HALLMARK_APOPTOSIS	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	1_KEGG_INOSITOL_PHOSPHATE_METABOLISM	1_KEGG_GLIOMA	2_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2_CELL_CYCLE_CHECKPOINT_GO_0000075	1_KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	2_SUBSTRATE_SPECIFIC_TRANSPORTER_ACTIVITY	2_POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS	2_CELL_CELL_ADHESION	2_MEMBRANE_COAT	2_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	2_SYSTEM_DEVELOPMENT	0_HALLMARK_UV_RESPONSE_DN	2_INTRACELLULAR_TRANSPORT	2_NEURON_PROJECTION	1_KEGG_COLORECTAL_CANCER	2_PLASMA_MEMBRANE_PART	2_RESPONSE_TO_ENDOGENOUS_STIMULUS	1_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1_KEGG_ADHERENS_JUNCTION	2_REGULATION_OF_MOLECULAR_FUNCTION	2_CYTOPLASMIC_VESICLE_MEMBRANE	0_HALLMARK_APICAL_JUNCTION	2_INTEGRAL_TO_PLASMA_MEMBRANE	2_MEMBRANE_ENCLOSED_LUMEN	2_COATED_MEMBRANE	0_HALLMARK_INTERFERON_GAMMA_RESPONSE	2_MEMBRANE	2_ORGANELLE_LUMEN	2_DNA_REPAIR	0_HALLMARK_WNT_BETA_CATENIN_SIGNALING	2_EXTRACELLULAR_REGION_PART	1_KEGG_VIRAL_MYOCARDITIS	2_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY	1_KEGG_MAPK_SIGNALING_PATHWAY	2_REGULATION_OF_TRANSFERASE_ACTIVITY	2_SERINE_HYDROLASE_ACTIVITY	2_COATED_VESICLE	1_KEGG_WNT_SIGNALING_PATHWAY	2_TRANSCRIPTION_DNA_DEPENDENT	1_KEGG_CELL_CYCLE	1_KEGG_TYPE_I_DIABETES_MELLITUS	1_KEGG_FOCAL_ADHESION	2_SYNAPTOGENESIS	2_INTERPHASE_OF_MITOTIC_CELL_CYCLE	0_HALLMARK_MITOTIC_SPINDLE	1_KEGG_BASE_EXCISION_REPAIR	2_APICOLATERAL_PLASMA_MEMBRANE	2_NEGATIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS	2_SERINE_TYPE_ENDOPEPTIDASE_ACTIVITY	2_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	2_REGULATION_OF_KINASE_ACTIVITY	2_INTRINSIC_TO_PLASMA_MEMBRANE	2_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	1_KEGG_MISMATCH_REPAIR	2_GOLGI_APPARATUS_PART	2_SUBSTRATE_SPECIFIC_CHANNEL_ACTIVITY	2_DNA_METABOLIC_PROCESS	0_HALLMARK_G2M_CHECKPOINT	2_CELL_CYCLE_GO_0007049	1_KEGG_AUTOIMMUNE_THYROID_DISEASE	2_M_PHASE_OF_MITOTIC_CELL_CYCLE	2_NUCLEAR_PART	1_KEGG_ALZHEIMERS_DISEASE	2_APICAL_JUNCTION_COMPLEX	0_HALLMARK_MYC_TARGETS_V1	2_DNA_REPLICATION	2_BASEMENT_MEMBRANE	1_KEGG_CARDIAC_MUSCLE_CONTRACTION	1_KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	2_HEMOSTASIS	1_KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	2_VESICLE_MEDIATED_TRANSPORT	1_KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	2_ORGANELLE_PART	2_CELL_CYCLE_PHASE	2_CYTOPLASM	1_KEGG_SMALL_CELL_LUNG_CANCER	2_STRUCTURAL_MOLECULE_ACTIVITY	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0_HALLMARK_MYOGENESIS	2_M_PHASE	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	2_REGULATION_OF_CELL_PROLIFERATION	2_PROTEIN_TYROSINE_KINASE_ACTIVITY	1_KEGG_DILATED_CARDIOMYOPATHY	1_KEGG_APOPTOSIS	2_COATED_VESICLE_MEMBRANE	1_KEGG_PANCREATIC_CANCER	2_ESTABLISHMENT_OF_LOCALIZATION	1_KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	1_KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	2_LIGAND_GATED_CHANNEL_ACTIVITY	2_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2_RESPONSE_TO_DNA_DAMAGE_STIMULUS	2_TRANSMISSION_OF_NERVE_IMPULSE	1_KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1_KEGG_ENDOMETRIAL_CANCER	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	1_KEGG_CALCIUM_SIGNALING_PATHWAY	2_INTEGRIN_COMPLEX	2_TRANSPORT	2_MYOFIBRIL	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	2_CYTOPLASMIC_VESICLE_PART	2_METHYLTRANSFERASE_ACTIVITY	2_EXTRACELLULAR_MATRIX	1_KEGG_PARKINSONS_DISEASE	2_NERVOUS_SYSTEM_DEVELOPMENT	2_NEGATIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS	2_NON_MEMBRANE_BOUND_ORGANELLE	2_NUCLEOLUS	2_REGULATION_OF_CELLULAR_METABOLIC_PROCESS	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2_SERINE_TYPE_PEPTIDASE_ACTIVITY	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	2_TRANSCRIPTION	2_CELL_CYCLE_PROCESS	2_GABA_RECEPTOR_ACTIVITY	2_TIGHT_JUNCTION	2_CALCIUM_ION_TRANSPORT	1_KEGG_ECM_RECEPTOR_INTERACTION	2_EXTRACELLULAR_REGION	1_KEGG_MELANOMA	2_BIOPOLYMER_METABOLIC_PROCESS	2_ORGAN_DEVELOPMENT	1_KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	2_CONTRACTILE_FIBER_PART	2_CALCIUM_CHANNEL_ACTIVITY	1_KEGG_GRAFT_VERSUS_HOST_DISEASE	2_VESICLE_MEMBRANE	1_KEGG_PATHWAYS_IN_CANCER	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	1_KEGG_DNA_REPLICATION
BLCA_ZFHX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526	0	0	0	0	0	0	0	0	0	0.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316	0.579	0.421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263	0	0	0	0	0	0	0.579	0	0	0.263	0	0	0.474	0	0	0	0	0	0	0	0.368	0	0	0	0	0	0.368	0	0	0	0.421	0	0	0	0	0	0	0	0	0	0	0.368	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421	0	0.526	0	0	0	0	0.263	0
PRAD_TP53	0	0.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136	0	0.182	0	0	0	0	0	0	0	0	0.091	0	0	0	0	0.273	0.591	0	0	0.727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136	0	0	0	0	0	0.182	0.136	0	0	0	0	0	0	0	0	0	0	0	0.182	0	0	0	0	0	0	0	0	0	0	0	0	0.273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136	0	0	0	0	0	0	0	0	0	0	0	0	0.136	0	0	0	0	0	0	0	0	0	0.182	0	0	0	0.136	0.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318	0	0	0	0	0	0	0	0	0	0	0	0
PRAD_TTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.842	0	0	0	0	0.132	0	0	0	0	0.526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184	0.368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263	0	0	0	0	0	0	0	0	0.158	0	0	0	0	0	0	0	0	0	0.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132	0	0	0	0	0.553	0	0.605	0	0	0	0	0	0.711	0	0	0	0	0	0	0	0.184	0	0	0	0	0	0	0	0	0	0.526	0	0	0	0	0	0	0	0.132	0	0	0	0	0	0	0	0	0	0	0	0	0.237	0	0	0	0	0.132	0.579	0	0	0	0	0	0
PRAD_CTNNB1	0	0.222	0	0	0	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0.556	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0	0	0.556	0	0	0	0	0.222	0	0.222	0	0	0	0	0.556	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0
PRAD_PIK3CA	0	0	0	0	0	0	0	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667	0	0.333	0	0	0.222	0	0	0	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0.333	0	0	0	0	0	0	0	0	0	0.556	0	0	0	0	0	0	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0.222	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0.333	0	0	0	0	0.444	0	0	0	0	0.333	0	0
PRAD_NCOA2	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0.333	0.667	0	0	0	0	0	0.333	0	0.333	0	0.333	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0
PRAD_COL11A1	0	0	0	0	0	0	0	0.143	0	0	0	0	0	0	0	0.286	0	0	0	0	0.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0	0	0	0	0	0	0	0	0	0	0	0	0.286	0	0	0	0	0	0	0.429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714	0	0	0	0	0.143	0	0	0	0.143	0	0	0	0	0	0	0	0	0	0.286	0	0	0.143	0	0	0	0	0	0	0	0	0	0	0.143	0	0	0	0	0	0	0	0	0	0	0	0	0.429	0	0	0	0	0	0.143	0	0	0	0	0	0	0	0	0	0.429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286	0	0	0	0	0	0	0.714	0	0	0	0	0	0	0	0	0	0	0.429	0
PRAD_FGFR1	0	0.333	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0.333	0	0	0	0	0	0	0	0	0	0.667	0	0	0	0	0.333	0	0.333	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0	0	0	0.333	0	0	0	0	0	0	0
PRAD_DMD	0	0	0	0	0	0	0	0.111	0	0	0	0	0	0	0	0.667	0	0	0	0	0	0	0	0	0	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0	0	0	0	0.111	0	0	0	0.111	0	0	0	0	0	0	0	0	0	0.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0	0.556	0	0	0	0	0	0.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0	0	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0	0.333	0	0	0	0	0	0.333	0	0	0	0	0	0
PRAD_COL22A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0.4	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.4	0.4	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0.4	0.4	0	0	0	0	0.2	0
PRAD_PTEN	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0.3	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.3	0	0.2	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0.3	0	0	0	0	0.2	0	0	0	0	0	0	0
LUAD_TP53	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0.606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179	0	0.197	0	0	0	0.243	0	0	0	0	0	0	0.17	0	0	0	0.17	0	0.243	0	0	0	0	0	0	0	0	0	0	0	0	0.417	0	0	0	0.183	0	0	0	0	0	0	0	0.243	0	0	0.257	0	0	0	0	0	0.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252	0	0	0	0.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179	0	0	0	0	0	0	0.22	0	0.248
LUAD_PCDHGC5	0	0.161	0	0	0	0.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185	0	0	0	0	0	0	0.133	0	0	0	0.133	0	0.185	0	0	0	0	0	0	0	0	0	0	0	0	0.227	0	0	0	0.133	0	0	0	0	0	0	0	0.194	0	0	0.209	0	0	0	0	0	0.133	0	0	0.147	0	0	0	0	0	0	0	0	0	0.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0.133	0	0	0	0	0	0	0	0	0	0	0	0	0.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133	0	0	0	0	0	0	0	0	0.18
LUAD_TTN	0	0.127	0	0	0	0	0	0	0.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.502	0	0	0	0	0.268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112	0	0	0	0	0.117	0	0	0	0	0	0	0	0.283	0	0	0	0	0	0	0	0	0	0	0	0.117	0	0	0.132	0	0	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122	0	0.576	0	0	0	0.137	0	0.112
LUAD_KRAS	0	0.147	0	0	0	0.14	0	0	0.176	0	0	0	0	0	0	0	0	0.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0	0	0	0.191	0.346	0	0	0	0	0	0	0	0.412	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0.176	0	0	0	0	0	0	0	0	0.132	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0.169	0	0	0	0	0	0	0	0	0	0	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184	0	0	0	0	0	0	0	0	0	0.243	0.294	0
LUAD_RYR2	0	0	0	0	0	0	0	0	0.233	0	0	0	0	0.242	0	0	0	0	0	0	0	0.242	0.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0.192	0	0	0	0	0	0	0	0	0.208	0	0	0	0	0	0	0	0.308	0	0	0	0	0	0	0	0.167	0	0	0	0	0	0	0	0	0.183	0	0	0	0	0.217	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208	0	0	0	0	0	0	0.2	0	0.208	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242	0	0	0	0	0
LUAD_TNR	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172	0	0.207	0	0	0	0.224	0	0	0	0	0	0	0	0	0	0	0	0	0.207	0	0	0	0	0.19	0	0	0	0	0	0	0	0.586	0	0	0	0	0	0	0	0	0	0	0	0.241	0	0	0.259	0	0	0	0	0	0	0	0	0	0.172	0	0	0	0	0	0	0	0.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224	0	0	0	0.207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276	0	0	0.19	0	0	0	0	0	0	0	0.155	0.259
LUAD_LAMA2	0	0.22	0	0	0	0	0	0	0.26	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0.22	0	0	0	0	0	0.36	0	0.24
LUAD_APOB	0	0.164	0	0	0	0	0	0	0.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164	0	0	0.137	0.164	0	0	0	0	0	0	0.137	0	0	0.151	0.137	0	0.151	0	0	0	0	0.151	0	0	0	0	0	0	0	0.219	0	0	0	0	0	0	0	0	0	0	0	0.178	0	0	0.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151	0	0	0	0.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137	0	0	0	0	0	0	0	0	0.164
