GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
PCDH18	0.012	0.012	0.000	0.000	-	-	0.443634432129914	0.016	0.016	0.000	0.000
NCAM1	0.004	0.004	0.000	0.000	-	-	0.434082550844587	0.004	0.004	0.000	0.000
TPM1	0.004	0.004	0.000	0.000	-	-	0.427670969547246	0.004	0.004	0.000	0.000
PCDHGC5	0.008	0.008	0.000	0.000	-	-	0.420524573540852	0.012	0.012	0.000	0.000
CHEK2	0.016	0.016	0.000	0.000	CC	PC	0.413094055661995	0.020	0.020	0.000	0.000
PRKCA	0.008	0.008	0.000	0.000	-	-	0.40915042388976	0.008	0.008	0.000	0.000
CDH22	0.004	0.000	0.000	0.004	-	-	0.40091587499131	0.004	0.000	0.000	0.004
PCSK5	0.004	0.004	0.000	0.000	-	-	0.396526603669321	0.036	0.036	0.000	0.000
ABL1	0.008	0.008	0.000	0.000	CC	PC	0.395195109415619	0.012	0.012	0.000	0.000
NRCAM	0.004	0.004	0.000	0.000	-	-	0.390406608573077	0.012	0.008	0.000	0.004
SUFU	0.004	0.004	0.000	0.000	CC	-	0.390379307859713	0.004	0.004	0.000	0.000
MEN1	0.004	0.004	0.000	0.000	CC	-	0.38684041655403	0.004	0.004	0.000	0.000
FZD2	0.004	0.004	0.000	0.000	-	-	0.369737832312168	0.004	0.004	0.000	0.000
CTNNA3	0.004	0.004	0.000	0.000	-	-	0.368199598293886	0.004	0.004	0.000	0.000
CELSR1	0.004	0.004	0.000	0.000	-	-	0.358596052030863	0.008	0.008	0.000	0.000
DCHS1	0.008	0.008	0.000	0.000	-	-	0.352357323491009	0.012	0.012	0.000	0.000
SP3	0.004	0.004	0.000	0.000	-	-	0.349095900490271	0.004	0.004	0.000	0.000
LAMA3	0.008	0.008	0.000	0.000	-	-	0.340930394137152	0.012	0.012	0.000	0.000
HOXB3	0.004	0.004	0.000	0.000	-	-	0.324323834008961	0.004	0.004	0.000	0.000
PTK2	0.004	0.004	0.000	0.000	-	-	0.319310866509898	0.012	0.008	0.000	0.004
ST8SIA3	0.004	0.004	0.000	0.000	-	-	0.318474788573255	0.004	0.004	0.000	0.000
PLXNA2	0.008	0.008	0.000	0.000	-	-	0.315071869087376	0.008	0.008	0.000	0.000
HIPK1	0.008	0.008	0.000	0.000	-	-	0.314452486622438	0.012	0.012	0.000	0.000
CACNA1A	0.024	0.024	0.000	0.000	-	-	0.310696833536193	0.032	0.032	0.000	0.000
ITGAL	0.008	0.008	0.000	0.000	-	-	0.310338836643268	0.012	0.012	0.000	0.000
CDH23	0.012	0.012	0.000	0.000	-	-	0.309774995859349	0.016	0.016	0.000	0.000
COL7A1	0.012	0.012	0.000	0.000	-	-	0.308733072438395	0.016	0.016	0.000	0.000
PIP5K1C	0.008	0.008	0.000	0.000	-	-	0.307340345835244	0.012	0.012	0.000	0.000
MYH8	0.004	0.004	0.000	0.000	-	-	0.304053235573296	0.004	0.004	0.000	0.000
PCDHB5	0.012	0.008	0.004	0.000	-	-	0.303553539628925	0.012	0.008	0.004	0.000
CELSR2	0.012	0.012	0.000	0.000	-	-	0.299679500659047	0.016	0.016	0.000	0.000
BARD1	0.004	0.004	0.000	0.000	-	PC	0.29949228166372	0.004	0.004	0.000	0.000
MED1	0.008	0.008	0.000	0.000	-	-	0.293045369068551	0.012	0.012	0.000	0.000
MLH1	0.004	0.004	0.000	0.000	CC	-	0.290095258756719	0.004	0.004	0.000	0.000
PCDHA9	0.004	0.004	0.000	0.000	-	-	0.285867895929879	0.008	0.004	0.004	0.000
ITGAM	0.008	0.008	0.000	0.000	-	-	0.283160305273418	0.008	0.008	0.000	0.000
PCDHGB7	0.008	0.008	0.000	0.000	-	-	0.282773177392859	0.012	0.012	0.000	0.000
PCDHGA2	0.004	0.004	0.000	0.000	-	-	0.280700688411239	0.016	0.016	0.000	0.000
FASLG	0.004	0.004	0.000	0.000	-	-	0.270577509447248	0.004	0.004	0.000	0.000
HOXD10	0.004	0.004	0.000	0.000	-	-	0.267216668241517	0.012	0.012	0.000	0.000
PLCB4	0.008	0.008	0.000	0.000	-	-	0.265548198733961	0.012	0.012	0.000	0.000
KDR	0.008	0.008	0.000	0.000	CC	-	0.263679887872725	0.012	0.012	0.000	0.000
PTPRC	0.008	0.008	0.000	0.000	-	-	0.260908038171468	0.012	0.012	0.000	0.000
RAD21	0.004	0.004	0.000	0.000	-	PC	0.260644174572225	0.008	0.004	0.000	0.004
NCAM2	0.008	0.008	0.000	0.000	-	-	0.258233902981099	0.012	0.012	0.000	0.000
HIST1H2BK	0.004	0.004	0.000	0.000	-	-	0.25348101866364	0.008	0.008	0.000	0.000
TRPC7	0.008	0.008	0.000	0.000	-	-	0.246624500084273	0.008	0.008	0.000	0.000
SMAD3	0.004	0.004	0.000	0.000	-	-	0.246110146635276	0.004	0.004	0.000	0.000
EED	0.004	0.004	0.000	0.000	-	-	0.246110146635276	0.004	0.004	0.000	0.000
ITGBL1	0.008	0.008	0.000	0.000	-	-	0.245951554787891	0.008	0.008	0.000	0.000
PPP1R13B	0.004	0.004	0.000	0.000	-	-	0.244847732535483	0.004	0.004	0.000	0.000
MED12	0.004	0.004	0.000	0.000	CC	PC	0.241639674750163	0.020	0.020	0.000	0.000
DSP	0.008	0.008	0.000	0.000	-	-	0.241454023198223	0.008	0.008	0.000	0.000
PLXNA4	0.008	0.008	0.000	0.000	-	-	0.239361667993901	0.012	0.012	0.000	0.000
CPT1B	0.004	0.000	0.004	0.000	-	-	0.2370565932779	0.004	0.000	0.004	0.000
PCDHGA9	0.004	0.004	0.000	0.000	-	-	0.232811818471103	0.008	0.008	0.000	0.000
PCDHGA6	0.004	0.004	0.000	0.000	-	-	0.232332809618363	0.008	0.008	0.000	0.000
BRCA2	0.020	0.016	0.004	0.000	CC	PC	0.230456527964572	0.024	0.020	0.004	0.000
COL16A1	0.008	0.008	0.000	0.000	-	-	0.230036836882641	0.012	0.012	0.000	0.000
PCDHGA3	0.004	0.004	0.000	0.000	-	-	0.227142496115785	0.004	0.004	0.000	0.000
CRMP1	0.004	0.004	0.000	0.000	-	-	0.224796276250438	0.008	0.008	0.000	0.000
TBX4	0.004	0.004	0.000	0.000	-	-	0.223044514436351	0.004	0.004	0.000	0.000
PCDHB2	0.008	0.008	0.000	0.000	-	-	0.219836589908834	0.012	0.012	0.000	0.000
ARID1A	0.016	0.016	0.000	0.000	CC	PC	0.218247578179994	0.020	0.020	0.000	0.000
CDH18	0.004	0.004	0.000	0.000	-	-	0.217879287061533	0.008	0.008	0.000	0.000
FZD5	0.004	0.004	0.000	0.000	-	-	0.21568172973744	0.004	0.004	0.000	0.000
CRK	0.004	0.004	0.000	0.000	-	-	0.211534104220801	0.004	0.004	0.000	0.000
PCDH11X	0.004	0.004	0.000	0.000	-	-	0.210727105277861	0.008	0.008	0.000	0.000
NLRP12	0.004	0.004	0.000	0.000	-	-	0.210451532136494	0.008	0.008	0.000	0.000
CDH12	0.004	0.004	0.000	0.000	-	-	0.209897913024436	0.008	0.008	0.000	0.000
FOXA2	0.008	0.008	0.000	0.000	-	PC	0.209796280746293	0.008	0.008	0.000	0.000
ITGB2	0.004	0.004	0.000	0.000	-	-	0.204062111704742	0.008	0.008	0.000	0.000
CDH13	0.004	0.000	0.004	0.000	-	-	0.202483197351475	0.008	0.000	0.008	0.000
CDH24	0.004	0.004	0.000	0.000	-	-	0.202031198667313	0.004	0.004	0.000	0.000
BCL6	0.004	0.004	0.000	0.000	CC	-	0.200443774931484	0.012	0.012	0.000	0.000
CNOT1	0.004	0.004	0.000	0.000	-	-	0.199006297419841	0.012	0.012	0.000	0.000
CTNNAL1	0.008	0.008	0.000	0.000	-	-	0.196157104981771	0.016	0.016	0.000	0.000
CDX1	0.004	0.004	0.000	0.000	-	-	0.195392654584244	0.004	0.004	0.000	0.000
APBB3	0.012	0.012	0.000	0.000	-	-	0.193939561646226	0.012	0.012	0.000	0.000
PCDHB10	0.004	0.004	0.000	0.000	-	-	0.192947266909035	0.008	0.008	0.000	0.000
CDH6	0.004	0.004	0.000	0.000	-	-	0.185950383852042	0.008	0.008	0.000	0.000
GIT2	0.004	0.004	0.000	0.000	-	-	0.184314204447725	0.004	0.004	0.000	0.000
BCR	0.004	0.004	0.000	0.000	CC	-	0.184314204447725	0.004	0.004	0.000	0.000
ATF2	0.004	0.004	0.000	0.000	-	-	0.183367024895112	0.004	0.004	0.000	0.000
COL5A1	0.004	0.004	0.000	0.000	-	-	0.181856504242182	0.012	0.012	0.000	0.000
COL11A2	0.008	0.008	0.000	0.000	-	-	0.180700011763701	0.012	0.012	0.000	0.000
CNTNAP5	0.008	0.008	0.000	0.000	-	-	0.180351534980964	0.016	0.016	0.000	0.000
NCOR2	0.008	0.008	0.000	0.000	-	PC	0.180196548197906	0.016	0.012	0.004	0.000
CDH17	0.004	0.004	0.000	0.000	-	-	0.178317337961539	0.012	0.008	0.000	0.004
EPB41L3	0.028	0.028	0.000	0.000	-	-	0.176759045521367	0.028	0.028	0.000	0.000
RASGRF2	0.004	0.004	0.000	0.000	-	-	0.176647637713125	0.004	0.004	0.000	0.000
LAMC3	0.004	0.004	0.000	0.000	-	-	0.175931463123852	0.004	0.004	0.000	0.000
AKT1	0.004	0.004	0.000	0.000	CC	PC	0.175783209495774	0.004	0.004	0.000	0.000
GRID2	0.020	0.020	0.000	0.000	-	-	0.17508391545998	0.020	0.020	0.000	0.000
FZD10	0.008	0.008	0.000	0.000	-	-	0.172674732341867	0.012	0.012	0.000	0.000
PIK3R2	0.004	0.004	0.000	0.000	-	-	0.169831714995873	0.008	0.008	0.000	0.000
HOXC4	0.004	0.004	0.000	0.000	-	-	0.169295211049707	0.004	0.004	0.000	0.000
TP53BP1	0.012	0.012	0.000	0.000	-	PC	0.168583860139766	0.020	0.020	0.000	0.000
HOXB13	0.004	0.004	0.000	0.000	-	-	0.167551808552525	0.012	0.012	0.000	0.000
GRIK4	0.004	0.004	0.000	0.000	-	-	0.167164807993921	0.008	0.008	0.000	0.000
RBL2	0.004	0.004	0.000	0.000	-	-	0.166299276035781	0.004	0.004	0.000	0.000
HNRNPA2B1	0.008	0.000	0.000	0.008	CC	-	0.166170755037276	0.008	0.000	0.000	0.008
GGCX	0.004	0.004	0.000	0.000	-	-	0.164818404874676	0.004	0.004	0.000	0.000
DGKZ	0.004	0.004	0.000	0.000	-	-	0.164818404874676	0.004	0.004	0.000	0.000
CDH11	0.008	0.008	0.000	0.000	CC	-	0.164668741182569	0.008	0.008	0.000	0.000
F11	0.004	0.004	0.000	0.000	-	-	0.163691143668568	0.004	0.004	0.000	0.000
KCNJ5	0.004	0.004	0.000	0.000	-	-	0.162119952504766	0.004	0.004	0.000	0.000
HAP1	0.004	0.004	0.000	0.000	-	-	0.156990226062145	0.004	0.004	0.000	0.000
HRAS	0.008	0.008	0.000	0.000	CC	PC	0.1567207839365	0.012	0.012	0.000	0.000
SPTA1	0.032	0.032	0.000	0.000	-	-	0.15599870749248	0.032	0.032	0.000	0.000
CDH26	0.004	0.004	0.000	0.000	-	-	0.155397230513272	0.004	0.004	0.000	0.000
LAMA5	0.004	0.004	0.000	0.000	-	-	0.150493730164867	0.004	0.004	0.000	0.000
TERF1	0.004	0.000	0.000	0.004	-	-	0.14882422129889	0.012	0.000	0.000	0.012
CEBPB	0.004	0.004	0.000	0.000	-	-	0.14584039124167	0.004	0.004	0.000	0.000
TBX5	0.008	0.008	0.000	0.000	-	-	0.141922844299918	0.008	0.008	0.000	0.000
IFI16	0.008	0.008	0.000	0.000	-	-	0.140757651910771	0.008	0.008	0.000	0.000
RCOR1	0.004	0.004	0.000	0.000	-	-	0.140742415304755	0.004	0.004	0.000	0.000
PCDHAC1	0.004	0.004	0.000	0.000	-	-	0.140480955704304	0.008	0.008	0.000	0.000
RELN	0.008	0.008	0.000	0.000	-	-	0.140290150980139	0.012	0.012	0.000	0.000
NCAPG2	0.004	0.004	0.000	0.000	-	-	0.138637713727267	0.004	0.004	0.000	0.000
PCDHGA12	0.004	0.004	0.000	0.000	-	-	0.138558257327354	0.004	0.004	0.000	0.000
JUP	0.004	0.004	0.000	0.000	-	-	0.135634899454117	0.004	0.004	0.000	0.000
ITPR3	0.004	0.004	0.000	0.000	-	-	0.1321623447739	0.004	0.004	0.000	0.000
LAMB3	0.004	0.004	0.000	0.000	-	-	0.129222118341975	0.004	0.004	0.000	0.000
PRMT5	0.004	0.004	0.000	0.000	-	-	0.128113279124305	0.004	0.004	0.000	0.000
TRRAP	0.008	0.004	0.000	0.004	-	-	0.123257051415708	0.008	0.004	0.000	0.004
E2F5	0.004	0.000	0.000	0.004	-	-	0.121640435444882	0.016	0.000	0.000	0.016
SEMA6A	0.008	0.004	0.004	0.000	-	-	0.120799760367545	0.008	0.004	0.004	0.000
HNRNPAB	0.004	0.004	0.000	0.000	-	-	0.120760104262174	0.004	0.004	0.000	0.000
PPIAL4	0.004	0.000	0.000	0.004	-	-	0.116219948112601	0.071	0.000	0.036	0.036
UBE3A	0.004	0.000	0.000	0.004	-	-	0.112810058882088	0.004	0.000	0.000	0.004
PLXND1	0.004	0.004	0.000	0.000	-	-	0.112810058882088	0.012	0.008	0.000	0.004
ZFPM1	0.008	0.008	0.000	0.000	-	-	0.112734121378331	0.012	0.012	0.000	0.000
ITGB6	0.004	0.004	0.000	0.000	-	-	0.110836317102461	0.008	0.008	0.000	0.000
PPARA	0.004	0.004	0.000	0.000	-	-	0.108479024783337	0.008	0.008	0.000	0.000
TNNC2	0.004	0.000	0.000	0.004	-	-	0.107675905113087	0.004	0.000	0.000	0.004
SHC1	0.008	0.008	0.000	0.000	-	-	0.106299034044106	0.008	0.008	0.000	0.000
TCF7L2	0.004	0.004	0.000	0.000	CC	PC	0.104526100875401	0.008	0.008	0.000	0.000
NOTCH2NL	0.008	0.008	0.000	0.000	-	-	0.100756531673343	0.008	0.008	0.000	0.000
PLCB1	0.004	0.004	0.000	0.000	-	-	0.09986920128305	0.008	0.008	0.000	0.000
COL19A1	0.004	0.004	0.000	0.000	-	-	0.0993213589236956	0.004	0.004	0.000	0.000
PDZD2	0.008	0.008	0.000	0.000	-	-	0.0976734275339904	0.028	0.028	0.000	0.000
RASGRF1	0.008	0.008	0.000	0.000	-	-	0.0954870484014381	0.008	0.008	0.000	0.000
ATF4	0.004	0.004	0.000	0.000	-	-	0.0954276628496837	0.004	0.004	0.000	0.000
SCNN1G	0.004	0.004	0.000	0.000	-	-	0.0949612987988623	0.004	0.004	0.000	0.000
SMARCA1	0.012	0.012	0.000	0.000	-	-	0.0947999680708383	0.016	0.016	0.000	0.000
SEMA3A	0.004	0.004	0.000	0.000	-	-	0.0944692500020794	0.004	0.004	0.000	0.000
CDKN1B	0.012	0.008	0.004	0.000	-	PC	0.0917085115223177	0.020	0.016	0.004	0.000
SRCAP	0.012	0.012	0.000	0.000	-	-	0.0906265596416057	0.012	0.012	0.000	0.000
TRPM2	0.008	0.008	0.000	0.000	-	-	0.0893889737368862	0.008	0.008	0.000	0.000
SEMA6D	0.008	0.008	0.000	0.000	-	-	0.0887753183291758	0.008	0.008	0.000	0.000
INADL	0.004	0.004	0.000	0.000	-	-	0.0887446161833968	0.012	0.012	0.000	0.000
FLI1	0.004	0.004	0.000	0.000	CC	-	0.0842808366740198	0.004	0.004	0.000	0.000
ABCC9	0.004	0.004	0.000	0.000	-	-	0.0829701410744532	0.008	0.008	0.000	0.000
PCDHB14	0.004	0.004	0.000	0.000	-	-	0.0824320234681742	0.008	0.008	0.000	0.000
KCNJ10	0.004	0.004	0.000	0.000	-	-	0.0824241106846429	0.004	0.004	0.000	0.000
SCN5A	0.008	0.008	0.000	0.000	-	-	0.0816822295308746	0.024	0.024	0.000	0.000
MYBPC1	0.004	0.004	0.000	0.000	-	-	0.0813097136998464	0.004	0.004	0.000	0.000
FAS	0.004	0.004	0.000	0.000	-	-	0.0804850904940631	0.020	0.004	0.016	0.000
SPTBN4	0.008	0.008	0.000	0.000	-	-	0.0799433673951578	0.008	0.008	0.000	0.000
MYH2	0.004	0.004	0.000	0.000	-	-	0.0788872785262821	0.004	0.004	0.000	0.000
DPYSL5	0.004	0.004	0.000	0.000	-	-	0.0788872785262821	0.004	0.004	0.000	0.000
TJP3	0.004	0.004	0.000	0.000	-	-	0.0775204420531583	0.008	0.008	0.000	0.000
NR2F1	0.004	0.004	0.000	0.000	-	-	0.0773584270276706	0.004	0.004	0.000	0.000
PARVB	0.004	0.004	0.000	0.000	-	-	0.0769260020699929	0.004	0.004	0.000	0.000
PRKCG	0.004	0.004	0.000	0.000	-	-	0.0768442408100925	0.004	0.004	0.000	0.000
GRB14	0.004	0.004	0.000	0.000	-	-	0.076155767317279	0.016	0.012	0.004	0.000
ZFHX4	0.008	0.004	0.000	0.004	-	-	0.076135601692875	0.032	0.020	0.000	0.012
PAPPA2	0.004	0.004	0.000	0.000	-	-	0.0756760718857278	0.008	0.008	0.000	0.000
LRP4	0.004	0.004	0.000	0.000	-	-	0.074310509154973	0.016	0.016	0.000	0.000
PDE4C	0.004	0.004	0.000	0.000	-	-	0.0733481515813817	0.004	0.004	0.000	0.000
DLD	0.004	0.000	0.000	0.004	-	-	0.0723319686593147	0.004	0.000	0.000	0.004
ZFPM2	0.004	0.004	0.000	0.000	-	-	0.0688411707866381	0.016	0.012	0.000	0.004
STK4	0.004	0.000	0.000	0.004	-	-	0.0684530051739345	0.012	0.008	0.000	0.004
ERBB3	0.004	0.004	0.000	0.000	-	-	0.0681293335342365	0.008	0.008	0.000	0.000
RGMB	0.004	0.000	0.004	0.000	-	-	0.0669446966534571	0.024	0.004	0.020	0.000
TRPC6	0.004	0.004	0.000	0.000	-	-	0.0662686080882591	0.008	0.008	0.000	0.000
FBN2	0.004	0.004	0.000	0.000	-	PC	0.065282277519598	0.008	0.008	0.000	0.000
STOML3	0.004	0.004	0.000	0.000	-	-	0.0641475567776226	0.012	0.004	0.008	0.000
LRP6	0.008	0.004	0.004	0.000	-	-	0.0626632941009437	0.008	0.004	0.004	0.000
AP1S2	0.008	0.000	0.004	0.004	-	-	0.0618162777638274	0.020	0.000	0.004	0.016
VCAM1	0.004	0.004	0.000	0.000	-	-	0.0611252131894258	0.004	0.004	0.000	0.000
FLNA	0.004	0.000	0.000	0.004	-	-	0.0607444405959294	0.008	0.000	0.000	0.008
TAL2	0.004	0.004	0.000	0.000	CC	-	0.0591051724870651	0.004	0.004	0.000	0.000
COPA	0.004	0.004	0.000	0.000	-	-	0.058578932608475	0.004	0.004	0.000	0.000
BCL9	0.008	0.008	0.000	0.000	CC	-	0.058294353868506	0.012	0.012	0.000	0.000
PCDHB15	0.004	0.004	0.000	0.000	-	-	0.0580712239353738	0.008	0.008	0.000	0.000
CHD1L	0.008	0.004	0.004	0.000	-	-	0.0579186335176665	0.012	0.008	0.004	0.000
SIRT1	0.004	0.004	0.000	0.000	-	-	0.0577706244320246	0.004	0.004	0.000	0.000
DNMT1	0.008	0.008	0.000	0.000	-	-	0.0576125392702179	0.008	0.008	0.000	0.000
SIX1	0.008	0.008	0.000	0.000	-	-	0.0561140197062842	0.008	0.008	0.000	0.000
ADIPOR1	0.004	0.004	0.000	0.000	-	-	0.0557032072456861	0.004	0.004	0.000	0.000
TNN	0.008	0.008	0.000	0.000	-	-	0.055168023547445	0.008	0.008	0.000	0.000
NHLH2	0.004	0.004	0.000	0.000	-	-	0.0545542495158722	0.004	0.004	0.000	0.000
KRT16	0.004	0.004	0.000	0.000	-	-	0.0543811170035119	0.004	0.004	0.000	0.000
NR1I3	0.004	0.004	0.000	0.000	-	-	0.0542860422478595	0.004	0.004	0.000	0.000
CAMK1	0.004	0.004	0.000	0.000	-	-	0.0540437224747317	0.004	0.004	0.000	0.000
ITPKB	0.012	0.012	0.000	0.000	-	-	0.053924353680903	0.012	0.012	0.000	0.000
PBX4	0.008	0.008	0.000	0.000	-	-	0.0528475566064544	0.016	0.016	0.000	0.000
FGA	0.008	0.008	0.000	0.000	-	-	0.0521244956193395	0.012	0.012	0.000	0.000
TCAP	0.004	0.004	0.000	0.000	-	-	0.0517066172550754	0.008	0.008	0.000	0.000
TIMELESS	0.012	0.012	0.000	0.000	-	-	0.0514325041792824	0.012	0.012	0.000	0.000
HLA-DRB1	0.024	0.000	0.004	0.020	-	-	0.0504256193300562	0.083	0.004	0.016	0.067
ERBB2	0.004	0.004	0.000	0.000	CC	PC	0.0499559678534452	0.004	0.004	0.000	0.000
NLRP3	0.008	0.008	0.000	0.000	-	PC	0.0499472546610972	0.016	0.016	0.000	0.000
BCAR1	0.004	0.004	0.000	0.000	-	-	0.0482954349424579	0.004	0.004	0.000	0.000
UTRN	0.004	0.004	0.000	0.000	-	-	0.0480621391274429	0.004	0.004	0.000	0.000
PLCE1	0.008	0.008	0.000	0.000	-	-	0.0475954242601699	0.008	0.008	0.000	0.000
ADIPOR2	0.004	0.004	0.000	0.000	-	-	0.0472933401028087	0.004	0.004	0.000	0.000
CDC2L1	0.004	0.000	0.004	0.000	-	-	0.0467376099551869	0.012	0.000	0.012	0.000
COL4A2	0.004	0.004	0.000	0.000	-	-	0.0463706314564436	0.008	0.008	0.000	0.000
RCHY1	0.004	0.004	0.000	0.000	-	-	0.0460024547932794	0.004	0.004	0.000	0.000
COL17A1	0.004	0.004	0.000	0.000	-	-	0.0458735028844266	0.004	0.004	0.000	0.000
MPDZ	0.004	0.004	0.000	0.000	-	-	0.0455019281813448	0.008	0.008	0.000	0.000
CYBB	0.004	0.004	0.000	0.000	-	-	0.0452735177157599	0.016	0.004	0.000	0.012
JUNB	0.004	0.004	0.000	0.000	-	-	0.044749448670802	0.004	0.004	0.000	0.000
MAST1	0.004	0.004	0.000	0.000	-	-	0.0446138710786472	0.004	0.004	0.000	0.000
XRCC6	0.012	0.012	0.000	0.000	-	-	0.0437473188073884	0.012	0.012	0.000	0.000
SMARCA5	0.012	0.012	0.000	0.000	-	-	0.0430910943573766	0.012	0.012	0.000	0.000
ARID3A	0.004	0.004	0.000	0.000	-	-	0.0420147617961012	0.004	0.004	0.000	0.000
GRIK3	0.004	0.004	0.000	0.000	-	-	0.0412543567915897	0.004	0.004	0.000	0.000
HIVEP2	0.004	0.004	0.000	0.000	-	-	0.0399043831693651	0.008	0.008	0.000	0.000
MCM2	0.004	0.000	0.000	0.004	-	-	0.0393924465933431	0.004	0.000	0.000	0.004
RFX6	0.004	0.004	0.000	0.000	-	-	0.038831168686709	0.008	0.004	0.004	0.000
STK24	0.004	0.004	0.000	0.000	-	-	0.0387490358591139	0.004	0.004	0.000	0.000
PLK4	0.004	0.004	0.000	0.000	-	-	0.0387354515532764	0.004	0.004	0.000	0.000
TBX18	0.008	0.008	0.000	0.000	-	-	0.0384368565529755	0.016	0.008	0.008	0.000
KRT14	0.004	0.004	0.000	0.000	-	-	0.038408400647304	0.004	0.004	0.000	0.000
SERPIND1	0.004	0.004	0.000	0.000	-	-	0.037715057717123	0.008	0.008	0.000	0.000
ACTL6B	0.004	0.004	0.000	0.000	-	-	0.0369980288442119	0.008	0.008	0.000	0.000
SYK	0.004	0.004	0.000	0.000	CC	-	0.0368057896518803	0.008	0.008	0.000	0.000
TBX3	0.004	0.004	0.000	0.000	-	PC	0.0366750660845949	0.008	0.008	0.000	0.000
ATRX	0.004	0.004	0.000	0.000	CC	PC	0.0365977230236446	0.008	0.008	0.000	0.000
CAV3	0.004	0.004	0.000	0.000	-	-	0.0365809781580923	0.004	0.004	0.000	0.000
PCDHA3	0.004	0.004	0.000	0.000	-	-	0.0365431886960475	0.016	0.016	0.000	0.000
FANCI	0.004	0.004	0.000	0.000	-	-	0.0361490522704311	0.004	0.004	0.000	0.000
SPTBN2	0.004	0.004	0.000	0.000	-	-	0.0360246410994245	0.016	0.016	0.000	0.000
IFITM1	0.004	0.000	0.004	0.000	-	-	0.0360121367315282	0.008	0.004	0.004	0.000
APAF1	0.004	0.004	0.000	0.000	-	PC	0.0359592547601977	0.004	0.004	0.000	0.000
MADCAM1	0.004	0.004	0.000	0.000	-	-	0.0359504751032594	0.004	0.004	0.000	0.000
SMARCE1	0.004	0.004	0.000	0.000	-	-	0.0356248455407898	0.004	0.004	0.000	0.000
DNAH1	0.004	0.004	0.000	0.000	-	-	0.035306315440728	0.016	0.016	0.000	0.000
APBB1	0.004	0.004	0.000	0.000	-	-	0.0348706275322189	0.004	0.004	0.000	0.000
FCER1A	0.004	0.004	0.000	0.000	-	-	0.0344235874308709	0.004	0.004	0.000	0.000
GTSE1	0.004	0.004	0.000	0.000	-	-	0.033336737112576	0.008	0.008	0.000	0.000
CYCS	0.004	0.000	0.000	0.004	-	-	0.032222950658189	0.008	0.000	0.000	0.008
PBX2	0.004	0.004	0.000	0.000	-	-	0.0320032379215686	0.004	0.004	0.000	0.000
SPTBN1	0.004	0.004	0.000	0.000	-	-	0.0318937049382319	0.008	0.008	0.000	0.000
IDH3A	0.004	0.004	0.000	0.000	-	-	0.0318663788182597	0.004	0.004	0.000	0.000
SIX2	0.004	0.004	0.000	0.000	-	-	0.0310413787303766	0.004	0.004	0.000	0.000
TFDP2	0.008	0.004	0.000	0.004	-	-	0.0298883483822096	0.008	0.004	0.000	0.004
CETN2	0.004	0.000	0.000	0.004	-	-	0.029764725901175	0.008	0.000	0.000	0.008
TCF7L1	0.004	0.004	0.000	0.000	-	-	0.0291700336281732	0.004	0.004	0.000	0.000
SFRP2	0.004	0.004	0.000	0.000	-	-	0.0289830126363886	0.004	0.004	0.000	0.000
NES	0.004	0.004	0.000	0.000	-	-	0.0289666163627025	0.008	0.008	0.000	0.000
GRIN3A	0.004	0.004	0.000	0.000	-	-	0.0289399886114516	0.004	0.004	0.000	0.000
DAXX	0.004	0.004	0.000	0.000	CC	-	0.0284975760447873	0.004	0.004	0.000	0.000
ANAPC2	0.008	0.004	0.000	0.004	-	-	0.0284325261356983	0.008	0.004	0.000	0.004
SCML2	0.004	0.004	0.000	0.000	-	-	0.0283709623893641	0.020	0.004	0.004	0.012
PPARGC1B	0.004	0.004	0.000	0.000	-	-	0.02827167595227	0.004	0.004	0.000	0.000
FOXO3	0.004	0.000	0.004	0.000	-	-	0.0282320657211937	0.004	0.000	0.004	0.000
TLN2	0.004	0.004	0.000	0.000	-	-	0.0278353929487907	0.008	0.008	0.000	0.000
GRIK1	0.004	0.004	0.000	0.000	-	-	0.0274897860391242	0.008	0.008	0.000	0.000
DNM2	0.004	0.004	0.000	0.000	CC	-	0.0273932387236078	0.004	0.004	0.000	0.000
KCNQ5	0.004	0.004	0.000	0.000	-	-	0.0273599262081992	0.004	0.004	0.000	0.000
PCDHB4	0.004	0.004	0.000	0.000	-	-	0.0266448569121883	0.016	0.012	0.004	0.000
VCAN	0.012	0.012	0.000	0.000	-	-	0.0265817154157868	0.016	0.016	0.000	0.000
MPP3	0.004	0.004	0.000	0.000	-	-	0.0262874206422467	0.004	0.004	0.000	0.000
CHD9	0.004	0.004	0.000	0.000	-	-	0.0262808560119965	0.004	0.004	0.000	0.000
LRCH4	0.004	0.004	0.000	0.000	-	-	0.0259093411404466	0.004	0.004	0.000	0.000
PRKAA2	0.004	0.004	0.000	0.000	-	-	0.0259054451020493	0.012	0.012	0.000	0.000
CLTC	0.004	0.004	0.000	0.000	CC	PC	0.0258382491414788	0.008	0.008	0.000	0.000
ROBO3	0.004	0.004	0.000	0.000	-	-	0.0255786854311016	0.012	0.012	0.000	0.000
CHD7	0.008	0.008	0.000	0.000	-	-	0.0253096920933269	0.024	0.016	0.000	0.008
