GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
SMPD2	0.003	0.000	0.003	0.000	-	-	4.13189869720354	0.011	0.005	0.005	0.000
SMC1A	0.003	0.000	0.000	0.003	-	PC	4.13189869720354	0.008	0.005	0.000	0.003
GATA1	0.003	0.000	0.000	0.003	CC	-	4.13189869720354	0.011	0.003	0.000	0.008
CDV3	0.003	0.003	0.000	0.000	-	-	4.13189869720354	0.003	0.003	0.000	0.000
NOS1	0.011	0.008	0.000	0.003	-	-	4.11352771171109	0.018	0.016	0.000	0.003
CALML6	0.005	0.005	0.000	0.000	-	-	4.10056753310489	0.005	0.005	0.000	0.000
PLD2	0.003	0.003	0.000	0.000	-	-	4.09587162172187	0.003	0.003	0.000	0.000
COL12A1	0.011	0.011	0.000	0.000	-	-	4.08729616391654	0.021	0.021	0.000	0.000
EPHB2	0.011	0.011	0.000	0.000	-	-	4.072026521524	0.016	0.013	0.000	0.003
PGM1	0.005	0.005	0.000	0.000	-	-	4.0432067285906	0.008	0.005	0.000	0.003
CDH16	0.005	0.005	0.000	0.000	-	-	4.03771942871692	0.024	0.024	0.000	0.000
TFAP2A	0.005	0.005	0.000	0.000	-	-	4.02239658350088	0.011	0.008	0.003	0.000
MED15	0.003	0.003	0.000	0.000	-	-	4.00916602260826	0.037	0.029	0.000	0.008
NFATC2	0.005	0.005	0.000	0.000	-	-	4.00613634171617	0.016	0.016	0.000	0.000
AXIN2	0.011	0.011	0.000	0.000	-	PC	3.99014040170247	0.016	0.016	0.000	0.000
XRCC5	0.003	0.000	0.003	0.000	-	-	3.98569922078784	0.005	0.003	0.003	0.000
S100A1	0.003	0.000	0.000	0.003	-	-	3.98569922078784	0.005	0.000	0.000	0.005
INPP5B	0.003	0.003	0.000	0.000	-	-	3.97043969646921	0.005	0.005	0.000	0.000
ITPR1	0.005	0.005	0.000	0.000	-	-	3.96959005373025	0.018	0.018	0.000	0.000
DCHS1	0.011	0.011	0.000	0.000	-	-	3.93139928305579	0.024	0.024	0.000	0.000
COL27A1	0.008	0.008	0.000	0.000	-	-	3.92897586487464	0.026	0.026	0.000	0.000
ITGA9	0.008	0.008	0.000	0.000	-	-	3.91861417565726	0.016	0.013	0.000	0.003
VEGFB	0.003	0.003	0.000	0.000	-	-	3.82826465843111	0.005	0.005	0.000	0.000
PPP3CA	0.005	0.005	0.000	0.000	-	-	3.81146321123978	0.011	0.011	0.000	0.000
PAK4	0.008	0.003	0.000	0.005	-	-	3.80562687938798	0.008	0.003	0.000	0.005
MAPK3	0.005	0.003	0.000	0.003	-	-	3.80459061027642	0.011	0.008	0.000	0.003
IL6ST	0.005	0.000	0.005	0.000	CC	-	3.79480525869167	0.018	0.011	0.008	0.000
NGF	0.008	0.005	0.000	0.003	-	-	3.78636895896042	0.008	0.005	0.000	0.003
SEMA3F	0.003	0.003	0.000	0.000	-	-	3.78486896236689	0.013	0.011	0.003	0.000
RUVBL1	0.003	0.003	0.000	0.000	-	-	3.78486896236689	0.011	0.008	0.000	0.003
FCER1G	0.003	0.000	0.000	0.003	-	-	3.78486896236689	0.029	0.000	0.000	0.029
CD247	0.003	0.000	0.000	0.003	-	-	3.78486896236689	0.011	0.003	0.000	0.011
ARHGEF7	0.003	0.003	0.000	0.000	-	-	3.78486896236689	0.005	0.005	0.000	0.000
RPS6KA1	0.005	0.005	0.000	0.000	-	-	3.74304742487646	0.005	0.005	0.000	0.000
RPS27A	0.005	0.005	0.000	0.000	-	-	3.73615088679648	0.008	0.008	0.000	0.000
PIK3C3	0.008	0.008	0.000	0.000	-	-	3.73261577150806	0.013	0.013	0.000	0.000
RPS6KA3	0.008	0.003	0.000	0.005	-	-	3.72996181237363	0.016	0.005	0.000	0.011
SMARCA5	0.013	0.011	0.000	0.003	-	-	3.72439126024476	0.016	0.011	0.000	0.005
ITGAM	0.011	0.011	0.000	0.000	-	-	3.68042097978257	0.013	0.013	0.000	0.000
PDGFRB	0.005	0.005	0.000	0.000	CC	-	3.67418564332925	0.011	0.011	0.000	0.000
PI4KB	0.008	0.005	0.000	0.003	-	-	3.60095590520403	0.024	0.013	0.000	0.011
SNW1	0.005	0.005	0.000	0.000	-	-	3.59866516334508	0.008	0.008	0.000	0.000
APBA1	0.005	0.005	0.000	0.000	-	-	3.59367255209895	0.008	0.008	0.000	0.000
F11	0.008	0.008	0.000	0.000	-	-	3.5782149401122	0.013	0.011	0.003	0.000
CGN	0.005	0.003	0.000	0.003	-	-	3.5686543413557	0.024	0.011	0.000	0.013
STAT3	0.013	0.013	0.000	0.000	-	PC	3.55496647883913	0.016	0.016	0.000	0.000
NCOA6	0.008	0.005	0.000	0.003	-	-	3.54677303534888	0.024	0.016	0.000	0.008
GRIA1	0.011	0.011	0.000	0.000	-	-	3.53777576746192	0.018	0.018	0.000	0.000
SMAD2	0.005	0.005	0.000	0.000	-	PC	3.51432693217159	0.008	0.008	0.000	0.000
TRAF2	0.005	0.005	0.000	0.000	-	-	3.49789052378337	0.011	0.011	0.000	0.000
KCNJ2	0.005	0.005	0.000	0.000	-	-	3.42817324312117	0.013	0.013	0.000	0.000
MUSK	0.003	0.003	0.000	0.000	-	-	3.42376955094462	0.011	0.011	0.000	0.000
TGIF1	0.003	0.000	0.000	0.003	-	PC	3.3958608110672	0.003	0.000	0.000	0.003
COL18A1	0.011	0.011	0.000	0.000	-	PC	3.39214094435937	0.024	0.024	0.000	0.000
SMARCC1	0.005	0.005	0.000	0.000	-	-	3.34478832831066	0.013	0.013	0.000	0.000
TRRAP	0.008	0.005	0.000	0.003	-	-	3.32787844778245	0.029	0.026	0.000	0.003
ROCK2	0.008	0.005	0.000	0.003	-	-	3.31087615926905	0.018	0.016	0.000	0.003
PPP3CB	0.005	0.005	0.000	0.000	-	-	3.30631028353341	0.013	0.011	0.000	0.003
RELN	0.013	0.013	0.000	0.000	-	-	3.29594666637024	0.040	0.040	0.000	0.000
LAMC2	0.005	0.005	0.000	0.000	-	-	3.28942105991742	0.005	0.005	0.000	0.000
NCAM1	0.008	0.008	0.000	0.000	-	-	3.28634645623038	0.013	0.011	0.003	0.000
PCDHA12	0.016	0.016	0.000	0.000	-	-	3.26354092552341	0.018	0.018	0.000	0.000
COL22A1	0.011	0.011	0.000	0.000	-	-	3.24739340219394	0.024	0.021	0.000	0.003
GIT1	0.005	0.000	0.000	0.005	-	-	3.23165716202537	0.013	0.005	0.000	0.008
MEF2C	0.008	0.005	0.003	0.000	-	-	3.16712715312788	0.013	0.011	0.003	0.000
HDAC5	0.003	0.003	0.000	0.000	-	-	3.16432315051053	0.011	0.011	0.000	0.000
RANBP2	0.008	0.008	0.000	0.000	-	PC	3.1573012095463	0.024	0.024	0.000	0.000
FOS	0.005	0.005	0.000	0.000	-	-	3.1549479832473	0.005	0.005	0.000	0.000
TGFBR1	0.008	0.005	0.003	0.000	-	-	3.12586725592766	0.008	0.005	0.003	0.000
SRPX	0.003	0.000	0.000	0.003	-	-	3.12083997969596	0.021	0.008	0.000	0.013
ADAM10	0.005	0.005	0.000	0.000	-	PC	3.10639662824348	0.011	0.011	0.000	0.000
UNC5B	0.003	0.003	0.000	0.000	-	-	3.09758785018274	0.016	0.013	0.000	0.003
ITGAE	0.003	0.003	0.000	0.000	-	-	3.09758785018274	0.008	0.008	0.000	0.000
ITGBL1	0.008	0.008	0.000	0.000	-	-	3.09716139991925	0.011	0.011	0.000	0.000
TRPC6	0.011	0.008	0.000	0.005	-	-	3.07556796371734	0.024	0.018	0.003	0.005
MEIS1	0.005	0.005	0.000	0.000	-	-	3.06385118566499	0.005	0.005	0.000	0.000
ITGA2	0.008	0.005	0.003	0.000	-	-	3.0578814174105	0.013	0.011	0.003	0.000
ROBO4	0.005	0.005	0.000	0.000	-	-	3.05186820103791	0.018	0.018	0.000	0.000
DTNA	0.008	0.008	0.000	0.000	-	-	3.02832414019192	0.011	0.011	0.000	0.000
MAP3K5	0.003	0.003	0.000	0.000	-	-	3.01665132257087	0.011	0.011	0.000	0.000
CIC	0.003	0.003	0.000	0.000	CC	PC	3.01665132257087	0.008	0.008	0.000	0.000
PCDHGB1	0.005	0.005	0.000	0.000	-	-	3.01571353898047	0.008	0.008	0.000	0.000
RASGRF1	0.008	0.008	0.000	0.000	-	-	3.01032260065374	0.011	0.011	0.000	0.000
SMARCA1	0.016	0.016	0.000	0.000	-	-	2.97245674390178	0.016	0.016	0.000	0.000
RFX6	0.008	0.005	0.003	0.000	-	-	2.96028382775708	0.013	0.011	0.003	0.000
GNGT1	0.005	0.003	0.000	0.003	-	-	2.95904463584163	0.005	0.003	0.000	0.003
SEMA6A	0.008	0.003	0.003	0.003	-	-	2.94367687618338	0.011	0.003	0.003	0.005
MYOM1	0.005	0.005	0.000	0.000	-	-	2.93826445289953	0.024	0.021	0.000	0.003
COL19A1	0.005	0.005	0.000	0.000	-	-	2.93784851433081	0.024	0.024	0.000	0.000
TRIM33	0.005	0.005	0.000	0.000	CC	-	2.92694087919308	0.011	0.011	0.000	0.000
CDH3	0.013	0.011	0.003	0.000	-	-	2.92562046741406	0.013	0.011	0.003	0.000
MYOD1	0.003	0.003	0.000	0.000	-	-	2.91973789749098	0.003	0.003	0.000	0.000
KCNA6	0.003	0.003	0.000	0.000	-	-	2.91973789749098	0.011	0.011	0.000	0.000
CHRM1	0.003	0.003	0.000	0.000	-	-	2.91973789749098	0.003	0.003	0.000	0.000
CCNK	0.003	0.003	0.000	0.000	-	-	2.91973789749098	0.008	0.005	0.003	0.000
TBX5	0.011	0.011	0.000	0.000	-	-	2.91590187576068	0.018	0.016	0.000	0.003
FBN2	0.005	0.005	0.000	0.000	-	PC	2.90919748981341	0.029	0.029	0.000	0.000
PLXNB2	0.005	0.003	0.003	0.000	-	-	2.90330137029748	0.026	0.024	0.003	0.000
PRKCB	0.008	0.008	0.000	0.000	-	-	2.8963890483071	0.011	0.011	0.000	0.000
NTRK1	0.005	0.005	0.000	0.000	CC	-	2.89528204825042	0.018	0.018	0.000	0.000
MAP3K1	0.005	0.003	0.003	0.000	-	PC	2.89125758171526	0.011	0.008	0.003	0.000
RELA	0.008	0.008	0.000	0.000	-	-	2.89116882745892	0.011	0.011	0.000	0.000
UBTF	0.003	0.003	0.000	0.000	-	-	2.89052202632594	0.018	0.018	0.000	0.000
PCNA	0.003	0.003	0.000	0.000	-	-	2.8896658012191	0.003	0.003	0.000	0.000
MALT1	0.003	0.003	0.000	0.000	CC	-	2.8896658012191	0.016	0.013	0.000	0.003
RRM2	0.003	0.000	0.000	0.003	-	-	2.85527768639868	0.008	0.005	0.000	0.003
GNB5	0.003	0.000	0.000	0.003	-	-	2.85527768639868	0.011	0.008	0.000	0.003
FANCD2	0.003	0.000	0.000	0.003	CC	-	2.85527768639868	0.029	0.021	0.000	0.008
IL2RB	0.003	0.003	0.000	0.000	-	-	2.84748080136504	0.005	0.005	0.000	0.000
NCK1	0.005	0.003	0.000	0.003	-	-	2.82325917571367	0.005	0.003	0.000	0.003
ZBTB43	0.003	0.003	0.000	0.000	-	-	2.81838211240984	0.003	0.003	0.000	0.000
LAMB3	0.008	0.005	0.003	0.000	-	-	2.81828233108711	0.013	0.011	0.003	0.000
PCDHAC1	0.008	0.008	0.000	0.000	-	-	2.81434545733744	0.013	0.013	0.000	0.000
ROBO2	0.013	0.013	0.000	0.000	-	-	2.79820690576379	0.024	0.021	0.003	0.000
PLAT	0.005	0.005	0.000	0.000	-	-	2.7656701355787	0.016	0.008	0.000	0.008
MAP2K1	0.003	0.003	0.000	0.000	-	-	2.7614114233476	0.003	0.003	0.000	0.000
LHX9	0.003	0.003	0.000	0.000	-	-	2.7614114233476	0.003	0.003	0.000	0.000
BIRC3	0.003	0.000	0.000	0.003	CC	-	2.7614114233476	0.016	0.003	0.003	0.011
FLT1	0.008	0.008	0.000	0.000	-	-	2.75595990469412	0.008	0.008	0.000	0.000
PIK3R1	0.005	0.005	0.000	0.000	CC	PC	2.74662316485968	0.008	0.008	0.000	0.000
AKT1	0.005	0.003	0.003	0.000	CC	PC	2.74444841645062	0.005	0.003	0.003	0.000
SHB	0.003	0.003	0.000	0.000	-	-	2.71844647787288	0.005	0.005	0.000	0.000
PYGO2	0.005	0.005	0.000	0.000	-	-	2.71182739608975	0.011	0.005	0.000	0.005
HOXB9	0.003	0.003	0.000	0.000	-	-	2.70449675134377	0.003	0.003	0.000	0.000
BTK	0.003	0.000	0.000	0.003	-	-	2.70449675134377	0.018	0.011	0.000	0.008
NCAM2	0.008	0.008	0.000	0.000	-	-	2.70277669692458	0.016	0.016	0.000	0.000
VDR	0.003	0.000	0.000	0.003	-	-	2.68719140049293	0.008	0.003	0.000	0.005
RFX3	0.003	0.003	0.000	0.000	-	-	2.68719140049293	0.013	0.011	0.000	0.003
PEBP1	0.003	0.000	0.000	0.003	-	-	2.68719140049293	0.003	0.000	0.000	0.003
FLNB	0.003	0.003	0.000	0.000	-	-	2.68719140049293	0.013	0.013	0.000	0.000
CTCFL	0.003	0.003	0.000	0.000	-	-	2.68719140049293	0.008	0.008	0.000	0.000
MAPK9	0.005	0.005	0.000	0.000	-	-	2.67856577010528	0.013	0.013	0.000	0.000
SOS2	0.003	0.003	0.000	0.000	-	-	2.66898733213908	0.011	0.011	0.000	0.000
FOXA2	0.008	0.008	0.000	0.000	-	PC	2.65105368858432	0.008	0.008	0.000	0.000
DAPK1	0.005	0.005	0.000	0.000	-	-	2.65102093012621	0.021	0.021	0.000	0.000
PYGO1	0.008	0.008	0.000	0.000	-	-	2.65066526411231	0.008	0.008	0.000	0.000
PDZD2	0.013	0.013	0.000	0.000	-	-	2.63570773539169	0.042	0.040	0.000	0.003
MSC	0.003	0.000	0.000	0.003	-	-	2.62753518728766	0.011	0.005	0.000	0.005
INPPL1	0.008	0.008	0.000	0.000	-	-	2.62216952642336	0.013	0.008	0.000	0.005
COPS2	0.005	0.005	0.000	0.000	-	-	2.61188230904117	0.011	0.011	0.000	0.000
ADAM12	0.003	0.003	0.000	0.000	-	-	2.61101784159024	0.005	0.005	0.000	0.000
OTX2	0.005	0.005	0.000	0.000	-	-	2.59438327327038	0.005	0.005	0.000	0.000
PCDHA9	0.029	0.016	0.013	0.000	-	-	2.5851625791681	0.040	0.024	0.016	0.000
ITGA4	0.005	0.005	0.000	0.000	-	-	2.57360330806307	0.016	0.016	0.000	0.000
SP3	0.008	0.008	0.000	0.000	-	-	2.56684156629804	0.008	0.008	0.000	0.000
TBX2	0.003	0.003	0.000	0.000	-	-	2.56593317784733	0.008	0.008	0.000	0.000
IL2RA	0.003	0.000	0.000	0.003	-	-	2.56593317784733	0.011	0.003	0.000	0.008
IL15RA	0.003	0.000	0.000	0.003	-	-	2.56593317784733	0.008	0.000	0.000	0.008
CTSS	0.003	0.000	0.000	0.003	-	-	2.56593317784733	0.021	0.003	0.000	0.018
EZR	0.003	0.003	0.000	0.000	CC	-	2.5626468777557	0.013	0.013	0.000	0.000
CALM1	0.003	0.000	0.003	0.000	-	-	2.54835951608361	0.005	0.003	0.003	0.000
SMARCE1	0.008	0.008	0.000	0.000	-	-	2.54317802394852	0.011	0.011	0.000	0.000
JAG1	0.008	0.008	0.000	0.000	-	-	2.54003275381335	0.011	0.011	0.000	0.000
SIX2	0.005	0.005	0.000	0.000	-	-	2.52494877848434	0.008	0.008	0.000	0.000
ZMYM2	0.003	0.003	0.000	0.000	-	PC	2.52365651565833	0.008	0.008	0.000	0.000
NR4A2	0.003	0.003	0.000	0.000	-	PC	2.52365651565833	0.005	0.005	0.000	0.000
FURIN	0.003	0.003	0.000	0.000	-	-	2.52365651565833	0.005	0.005	0.000	0.000
FGF8	0.003	0.003	0.000	0.000	-	-	2.52365651565833	0.005	0.005	0.000	0.000
BRCA2	0.016	0.013	0.003	0.000	CC	PC	2.51865543945305	0.047	0.042	0.005	0.000
TNS1	0.021	0.021	0.000	0.000	-	-	2.51811949473083	0.037	0.034	0.003	0.000
MLLT6	0.008	0.005	0.000	0.003	CC	-	2.51538288778198	0.021	0.016	0.000	0.005
CBL	0.005	0.005	0.000	0.000	CC	-	2.51500759103789	0.008	0.008	0.000	0.000
SMURF1	0.003	0.003	0.000	0.000	-	-	2.50059424287288	0.011	0.008	0.000	0.003
LHX2	0.003	0.003	0.000	0.000	-	-	2.50059424287288	0.005	0.005	0.000	0.000
CARD11	0.003	0.003	0.000	0.000	CC	-	2.50059424287288	0.011	0.011	0.000	0.000
RIPK1	0.005	0.005	0.000	0.000	-	-	2.4945572184518	0.008	0.008	0.000	0.000
CDK6	0.005	0.003	0.000	0.003	CC	-	2.49112378206707	0.005	0.003	0.000	0.003
RASGRP4	0.003	0.000	0.000	0.003	-	-	2.4830161266242	0.003	0.000	0.000	0.003
FGA	0.008	0.008	0.000	0.000	-	-	2.46250237214714	0.024	0.024	0.000	0.000
NOTCH2NL	0.008	0.008	0.000	0.000	-	-	2.45575024333901	0.016	0.011	0.000	0.005
RUVBL2	0.005	0.005	0.000	0.000	-	-	2.44935161525515	0.005	0.005	0.000	0.000
ARID1B	0.008	0.008	0.000	0.000	-	-	2.4402102136918	0.018	0.018	0.000	0.000
SP100	0.003	0.003	0.000	0.000	-	-	2.4369127591241	0.026	0.021	0.005	0.000
PMP22	0.003	0.003	0.000	0.000	-	-	2.4369127591241	0.008	0.005	0.003	0.000
MPP1	0.003	0.003	0.000	0.000	-	-	2.4369127591241	0.003	0.003	0.000	0.000
RBL2	0.005	0.005	0.000	0.000	-	-	2.42493429470171	0.011	0.011	0.000	0.000
RORA	0.003	0.003	0.000	0.000	-	-	2.41570156499149	0.003	0.003	0.000	0.000
A2M	0.003	0.003	0.000	0.000	-	-	2.41570156499149	0.021	0.021	0.000	0.000
ITGB1	0.003	0.003	0.000	0.000	-	-	2.41076261311653	0.003	0.003	0.000	0.000
CNOT1	0.011	0.011	0.000	0.000	-	-	2.40772418975257	0.024	0.024	0.000	0.000
POLR3B	0.005	0.005	0.000	0.000	-	-	2.39572002944449	0.018	0.018	0.000	0.000
STAT4	0.011	0.011	0.000	0.000	-	-	2.39027227292676	0.013	0.011	0.003	0.000
USP33	0.003	0.000	0.000	0.003	-	-	2.39002662955451	0.011	0.008	0.000	0.003
FAS	0.008	0.003	0.005	0.000	-	-	2.38350852429243	0.016	0.003	0.013	0.000
CBX4	0.005	0.005	0.000	0.000	-	-	2.38117888498376	0.013	0.013	0.000	0.000
ADRBK1	0.003	0.003	0.000	0.000	-	-	2.38088979085782	0.003	0.003	0.000	0.000
RECQL4	0.005	0.005	0.000	0.000	CC	-	2.37674020403762	0.013	0.011	0.000	0.003
POU2F2	0.003	0.003	0.000	0.000	-	-	2.34672120545687	0.003	0.003	0.000	0.000
MDC1	0.003	0.003	0.000	0.000	-	PC	2.34672120545687	0.029	0.026	0.000	0.003
ACTN3	0.003	0.003	0.000	0.000	-	-	2.34672120545687	0.005	0.005	0.000	0.000
SSH3	0.003	0.003	0.000	0.000	-	-	2.33093215770551	0.013	0.011	0.000	0.003
SNTA1	0.003	0.003	0.000	0.000	-	-	2.29910986122158	0.011	0.003	0.000	0.008
MAPK11	0.005	0.003	0.003	0.000	-	-	2.29060543532653	0.008	0.005	0.003	0.000
GNAO1	0.005	0.005	0.000	0.000	-	-	2.28769396181601	0.008	0.008	0.000	0.000
ASH1L	0.005	0.005	0.000	0.000	-	-	2.28583579118451	0.042	0.040	0.000	0.003
RACGAP1	0.003	0.003	0.000	0.000	-	-	2.28035764616935	0.005	0.005	0.000	0.000
MYST3	0.003	0.003	0.000	0.000	-	-	2.28035764616935	0.018	0.016	0.000	0.005
CDYL	0.003	0.003	0.000	0.000	-	-	2.28035764616935	0.011	0.011	0.000	0.000
SERPINB8	0.003	0.003	0.000	0.000	-	-	2.27715059767712	0.008	0.008	0.000	0.000
GPC1	0.003	0.003	0.000	0.000	-	-	2.27715059767712	0.005	0.005	0.000	0.000
L1CAM	0.008	0.008	0.000	0.000	-	-	2.27159495794105	0.013	0.013	0.000	0.000
COL9A2	0.005	0.003	0.000	0.003	-	-	2.26002000523433	0.013	0.008	0.000	0.005
MYH6	0.011	0.011	0.000	0.000	-	-	2.24605011117559	0.018	0.018	0.000	0.000
CTNNA3	0.005	0.005	0.000	0.000	-	-	2.24119302308783	0.011	0.011	0.000	0.000
RBPJL	0.011	0.008	0.000	0.003	-	-	2.23444382356725	0.013	0.008	0.000	0.005
HIPK3	0.005	0.003	0.000	0.003	-	-	2.23333425042291	0.018	0.016	0.000	0.003
SMARCA2	0.003	0.003	0.000	0.000	-	-	2.2275029360132	0.029	0.026	0.000	0.003
HIF1A	0.003	0.003	0.000	0.000	-	-	2.2275029360132	0.003	0.003	0.000	0.000
KRT15	0.005	0.005	0.000	0.000	-	-	2.22047301243531	0.013	0.013	0.000	0.000
FGF10	0.005	0.003	0.000	0.003	-	-	2.22006935690552	0.008	0.005	0.000	0.003
CHAF1A	0.003	0.003	0.000	0.000	-	-	2.2149498857158	0.013	0.013	0.000	0.000
FLNA	0.008	0.005	0.000	0.005	-	-	2.14182878025922	0.018	0.013	0.000	0.008
SSH2	0.005	0.003	0.000	0.003	-	-	2.13620937451326	0.029	0.024	0.000	0.005
MMP9	0.005	0.003	0.000	0.003	-	-	2.12352591283859	0.013	0.011	0.000	0.003
PLCD3	0.005	0.005	0.000	0.000	-	-	2.10853100256882	0.005	0.005	0.000	0.000
COL4A5	0.003	0.003	0.000	0.000	-	-	2.10817926741725	0.013	0.008	0.005	0.000
VAMP3	0.003	0.000	0.003	0.000	-	-	2.08372343804618	0.003	0.000	0.003	0.000
NOS2	0.003	0.003	0.000	0.000	-	-	2.08372343804618	0.016	0.016	0.000	0.000
HLA-DRB1	0.003	0.000	0.000	0.003	-	-	2.08372343804618	0.106	0.005	0.011	0.092
FHL1	0.003	0.003	0.000	0.000	-	-	2.08372343804618	0.005	0.003	0.000	0.003
PIP4K2B	0.003	0.000	0.000	0.003	-	-	2.06217424696314	0.005	0.003	0.000	0.003
CTBP2	0.003	0.003	0.000	0.000	-	-	2.06217424696314	0.005	0.005	0.000	0.000
TNKS	0.021	0.011	0.011	0.000	-	-	2.04059136952812	0.029	0.013	0.016	0.000
MCM4	0.005	0.003	0.000	0.003	-	-	2.03708676621891	0.024	0.016	0.003	0.005
BRCA1	0.005	0.005	0.000	0.000	CC	PC	2.02674436853975	0.011	0.011	0.000	0.000
ZNF10	0.003	0.003	0.000	0.000	-	-	2.02556190413694	0.008	0.008	0.000	0.000
GATAD2A	0.003	0.003	0.000	0.000	-	-	2.02556190413694	0.003	0.003	0.000	0.000
ADAMTS2	0.003	0.003	0.000	0.000	-	-	2.02556190413694	0.018	0.018	0.000	0.000
CDH5	0.005	0.005	0.000	0.000	-	-	2.0252971090214	0.018	0.018	0.000	0.000
EFEMP1	0.005	0.005	0.000	0.000	-	-	2.022828198824	0.011	0.011	0.000	0.000
STAT6	0.008	0.008	0.000	0.000	-	-	2.0218127120365	0.013	0.013	0.000	0.000
TGFB1	0.003	0.003	0.000	0.000	-	-	2.0217136237096	0.005	0.003	0.000	0.003
CEBPD	0.003	0.000	0.000	0.003	-	-	2.0217136237096	0.008	0.000	0.003	0.005
PIK3C2G	0.005	0.005	0.000	0.000	-	-	2.01955890018605	0.008	0.008	0.000	0.000
ERCC2	0.005	0.005	0.000	0.000	CC	PC	2.01724112758261	0.050	0.047	0.000	0.003
TNFAIP3	0.003	0.003	0.000	0.000	CC	-	2.00415031201389	0.005	0.005	0.000	0.000
PROS1	0.003	0.003	0.000	0.000	-	-	2.00415031201389	0.016	0.016	0.000	0.000
HOXC11	0.003	0.003	0.000	0.000	CC	-	2.00415031201389	0.008	0.005	0.000	0.003
GNAZ	0.003	0.003	0.000	0.000	-	-	2.00415031201389	0.011	0.005	0.000	0.005
SPP1	0.003	0.000	0.000	0.003	-	-	1.99689958913985	0.005	0.003	0.000	0.003
ATN1	0.003	0.003	0.000	0.000	-	-	1.99036618622009	0.008	0.008	0.000	0.000
ABCC8	0.005	0.005	0.000	0.000	-	-	1.9781147898229	0.013	0.013	0.000	0.000
SVEP1	0.018	0.018	0.000	0.000	-	-	1.95594958824489	0.032	0.032	0.000	0.000
PRKCA	0.008	0.008	0.000	0.000	-	-	1.95407251922313	0.008	0.008	0.000	0.000
BMX	0.013	0.008	0.000	0.005	-	-	1.9294880776905	0.029	0.016	0.000	0.013
PRKCG	0.005	0.005	0.000	0.000	-	-	1.92509615494327	0.008	0.008	0.000	0.000
MLL	0.011	0.011	0.000	0.000	CC	PC	1.91807152782141	0.047	0.047	0.000	0.000
SEMA3A	0.003	0.003	0.000	0.000	-	-	1.8990329449051	0.018	0.018	0.000	0.000
PBX2	0.005	0.005	0.000	0.000	-	-	1.89290596260306	0.013	0.013	0.000	0.000
GABBR1	0.003	0.003	0.000	0.000	-	-	1.89274898292634	0.005	0.005	0.000	0.000
KCNH5	0.005	0.005	0.000	0.000	-	-	1.88698507754164	0.018	0.018	0.000	0.000
MED24	0.003	0.003	0.000	0.000	-	-	1.88215684816574	0.013	0.011	0.000	0.003
HNRNPD	0.003	0.000	0.003	0.000	-	-	1.88215684816574	0.008	0.005	0.003	0.000
NUP210	0.005	0.005	0.000	0.000	-	-	1.88032411305664	0.018	0.011	0.000	0.008
CDH2	0.005	0.005	0.000	0.000	-	-	1.87394161539697	0.005	0.005	0.000	0.000
LAMC1	0.005	0.005	0.000	0.000	-	-	1.85570509885017	0.018	0.018	0.000	0.000
NR3C1	0.003	0.003	0.000	0.000	-	-	1.84525114293373	0.003	0.003	0.000	0.000
GRIN2D	0.003	0.003	0.000	0.000	-	-	1.84525114293373	0.005	0.005	0.000	0.000
MYH8	0.005	0.005	0.000	0.000	-	-	1.8216407317026	0.013	0.011	0.003	0.000
RPA2	0.003	0.003	0.000	0.000	-	-	1.80688036172066	0.003	0.003	0.000	0.000
CHD1L	0.008	0.005	0.003	0.000	-	-	1.77630875132052	0.026	0.008	0.003	0.016
RBM25	0.003	0.000	0.000	0.003	-	-	1.76543965516267	0.013	0.011	0.000	0.003
PRKCI	0.003	0.000	0.000	0.003	-	-	1.76543965516267	0.005	0.003	0.000	0.003
DCC	0.003	0.003	0.000	0.000	-	-	1.76543965516267	0.024	0.024	0.000	0.000
LDLRAD3	0.003	0.000	0.000	0.003	-	-	1.7618182402055	0.008	0.005	0.000	0.003
F10	0.003	0.003	0.000	0.000	-	-	1.7618182402055	0.005	0.005	0.000	0.000
CD44	0.003	0.000	0.000	0.003	-	-	1.7618182402055	0.003	0.000	0.000	0.003
RASAL2	0.005	0.005	0.000	0.000	-	-	1.75081741845033	0.013	0.013	0.000	0.000
ST8SIA4	0.013	0.003	0.011	0.000	-	-	1.74255783307672	0.016	0.005	0.011	0.000
ARHGEF12	0.003	0.003	0.000	0.000	CC	-	1.72898574403904	0.011	0.011	0.000	0.000
PPP2R5B	0.003	0.003	0.000	0.000	-	-	1.72354396970448	0.003	0.003	0.000	0.000
APH1A	0.003	0.000	0.000	0.003	-	-	1.72354396970448	0.016	0.003	0.000	0.013
PTPRA	0.008	0.008	0.000	0.000	-	-	1.71380765234101	0.011	0.011	0.000	0.000
FASLG	0.008	0.003	0.000	0.005	-	-	1.70014687651886	0.016	0.003	0.000	0.013
RARB	0.005	0.005	0.000	0.000	-	-	1.66656917695493	0.016	0.013	0.000	0.003
KCNIP1	0.003	0.003	0.000	0.000	-	-	1.6627335879585	0.005	0.005	0.000	0.000
BCL2L1	0.003	0.003	0.000	0.003	-	-	1.6627335879585	0.013	0.005	0.000	0.011
