GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
ITGA10	0.005	0.005	0.000	0.000	-	-	5.82233713902121	0.051	0.051	0.000	0.000
IL6	0.005	0.005	0.000	0.000	-	-	5.82233713902121	0.020	0.020	0.000	0.000
STAT4	0.005	0.005	0.000	0.000	-	-	5.81491570179182	0.030	0.030	0.000	0.000
LCP2	0.005	0.005	0.000	0.000	-	-	5.81491570179182	0.025	0.025	0.000	0.000
NPM1	0.010	0.010	0.000	0.000	CC	PC	5.79118293068066	0.010	0.010	0.000	0.000
MYOD1	0.010	0.010	0.000	0.000	-	-	5.74052710671738	0.015	0.015	0.000	0.000
MSH2	0.015	0.015	0.000	0.000	CC	-	5.73123923967281	0.035	0.035	0.000	0.000
TLE1	0.015	0.015	0.000	0.000	-	-	5.70813435860188	0.025	0.025	0.000	0.000
MTDH	0.010	0.010	0.000	0.000	-	-	5.7050581647343	0.051	0.051	0.000	0.000
MAP2K7	0.015	0.015	0.000	0.000	-	-	5.69227203978353	0.045	0.045	0.000	0.000
NUMB	0.015	0.015	0.000	0.000	-	-	5.62400931695531	0.025	0.025	0.000	0.000
GP6	0.020	0.020	0.000	0.000	-	-	5.58839484429093	0.045	0.045	0.000	0.000
PLXNA4	0.010	0.010	0.000	0.000	-	-	5.58431391780968	0.081	0.081	0.000	0.000
ACTG1	0.010	0.010	0.000	0.000	-	-	5.56972646524955	0.015	0.015	0.000	0.000
TCF3	0.015	0.015	0.000	0.000	CC	-	5.56369526403567	0.035	0.035	0.000	0.000
KIT	0.015	0.015	0.000	0.000	CC	PC	5.55539074969186	0.051	0.051	0.000	0.000
JAK3	0.015	0.015	0.000	0.000	CC	-	5.54120327437596	0.025	0.025	0.000	0.000
IL2RB	0.010	0.010	0.000	0.000	-	-	5.53752309461684	0.020	0.020	0.000	0.000
CSNK1G1	0.010	0.010	0.000	0.000	-	-	5.47925962229391	0.010	0.010	0.000	0.000
CDH2	0.015	0.015	0.000	0.000	-	-	5.45754149858695	0.056	0.056	0.000	0.000
MAPK12	0.010	0.010	0.000	0.000	-	-	5.45471250891872	0.015	0.015	0.000	0.000
TGIF1	0.051	0.051	0.000	0.000	-	PC	5.4482101258606	0.071	0.071	0.000	0.000
LAMA2	0.010	0.010	0.000	0.000	-	-	5.38644594557288	0.091	0.091	0.000	0.000
NGF	0.010	0.010	0.000	0.000	-	-	5.37558079068246	0.020	0.020	0.000	0.000
TNXB	0.091	0.091	0.000	0.000	-	-	5.35102102434613	0.126	0.126	0.000	0.000
SMARCA4	0.015	0.015	0.000	0.000	CC	PC	5.35072963543394	0.056	0.056	0.000	0.000
FGFR1	0.010	0.010	0.000	0.000	CC	-	5.33671458778016	0.035	0.035	0.000	0.000
CASK	0.015	0.015	0.000	0.000	-	-	5.3269568777897	0.020	0.020	0.000	0.000
L1CAM	0.005	0.005	0.000	0.000	-	-	5.30373317047303	0.020	0.020	0.000	0.000
ITGA3	0.005	0.005	0.000	0.000	-	-	5.30373317047303	0.035	0.035	0.000	0.000
GNB2	0.005	0.005	0.000	0.000	-	-	5.30373317047303	0.005	0.005	0.000	0.000
RFC1	0.010	0.010	0.000	0.000	-	-	5.30009636420484	0.035	0.035	0.000	0.000
AXIN1	0.010	0.010	0.000	0.000	-	-	5.27028255206204	0.025	0.025	0.000	0.000
COL4A1	0.015	0.015	0.000	0.000	-	-	5.18757415975494	0.045	0.045	0.000	0.000
TNFRSF10A	0.010	0.010	0.000	0.000	-	-	5.10935741821989	0.030	0.030	0.000	0.000
VAV1	0.015	0.015	0.000	0.000	-	-	5.10701544535763	0.020	0.020	0.000	0.000
CSF2RB	0.010	0.010	0.000	0.000	-	-	5.09560875196678	0.030	0.030	0.000	0.000
NCL	0.010	0.010	0.000	0.000	-	-	5.03683798881922	0.025	0.025	0.000	0.000
FMOD	0.010	0.010	0.000	0.000	-	-	5.02743300806846	0.025	0.025	0.000	0.000
TBX5	0.015	0.015	0.000	0.000	-	-	4.9952199438988	0.040	0.040	0.000	0.000
NUP98	0.010	0.010	0.000	0.000	CC	PC	4.97780302668096	0.035	0.035	0.000	0.000
FLNA	0.015	0.015	0.000	0.000	-	-	4.96759980057177	0.081	0.081	0.000	0.000
SPI1	0.010	0.010	0.000	0.000	-	-	4.95675717673747	0.010	0.010	0.000	0.000
SH2D3C	0.010	0.010	0.000	0.000	-	-	4.9462758757558	0.035	0.035	0.000	0.000
POLR1A	0.015	0.015	0.000	0.000	-	-	4.93256226902541	0.025	0.025	0.000	0.000
UBTF	0.005	0.005	0.000	0.000	-	-	4.92533656422698	0.015	0.015	0.000	0.000
LRP5	0.005	0.005	0.000	0.000	-	-	4.92533656422698	0.020	0.020	0.000	0.000
ABCE1	0.005	0.005	0.000	0.000	-	-	4.92533656422698	0.020	0.020	0.000	0.000
LPAR3	0.005	0.005	0.000	0.000	-	-	4.91398704614719	0.010	0.010	0.000	0.000
IL7R	0.005	0.005	0.000	0.000	CC	-	4.91398704614719	0.020	0.020	0.000	0.000
CCNB3	0.010	0.010	0.000	0.000	-	-	4.88022362978937	0.035	0.035	0.000	0.000
ADCY2	0.015	0.015	0.000	0.000	-	-	4.87887021906943	0.035	0.035	0.000	0.000
TCF4	0.010	0.010	0.000	0.000	-	-	4.86640503006588	0.025	0.025	0.000	0.000
TRIM22	0.005	0.005	0.000	0.000	-	-	4.85135248474937	0.015	0.015	0.000	0.000
NRG1	0.005	0.005	0.000	0.000	-	-	4.85135248474937	0.076	0.076	0.000	0.000
C3	0.015	0.015	0.000	0.000	-	-	4.82409377019705	0.040	0.040	0.000	0.000
ZNF408	0.010	0.010	0.000	0.000	-	-	4.81086250694654	0.020	0.020	0.000	0.000
PARP1	0.005	0.005	0.000	0.000	-	-	4.80499726443037	0.025	0.025	0.000	0.000
MAP2K1	0.005	0.005	0.000	0.000	-	-	4.80499726443037	0.025	0.025	0.000	0.000
GTF2B	0.005	0.005	0.000	0.000	-	-	4.80499726443037	0.005	0.005	0.000	0.000
LAMB4	0.015	0.015	0.000	0.000	-	-	4.79720050752784	0.035	0.035	0.000	0.000
BLM	0.015	0.015	0.000	0.000	CC	PC	4.76014753861083	0.035	0.035	0.000	0.000
MAP2	0.020	0.020	0.000	0.000	-	-	4.75587658340339	0.061	0.061	0.000	0.000
IPO5	0.020	0.020	0.000	0.000	-	-	4.75370588963711	0.020	0.020	0.000	0.000
GRIN2C	0.015	0.015	0.000	0.000	-	-	4.71432239708336	0.035	0.035	0.000	0.000
LAMB1	0.010	0.010	0.000	0.000	-	-	4.68810512133276	0.051	0.051	0.000	0.000
ARHGEF6	0.010	0.010	0.000	0.000	-	PC	4.67726963756754	0.040	0.040	0.000	0.000
MCM10	0.010	0.010	0.000	0.000	-	-	4.5984800937943	0.020	0.020	0.000	0.000
E2F3	0.010	0.010	0.000	0.000	-	-	4.52012514395147	0.015	0.015	0.000	0.000
SOCS3	0.010	0.010	0.000	0.000	-	-	4.51573110663277	0.025	0.025	0.000	0.000
KPNA6	0.020	0.020	0.000	0.000	-	-	4.47749194495682	0.020	0.020	0.000	0.000
MSN	0.010	0.010	0.000	0.000	CC	PC	4.45482065164166	0.020	0.020	0.000	0.000
ITGAV	0.010	0.010	0.000	0.000	-	-	4.44752441977409	0.040	0.040	0.000	0.000
S1PR1	0.005	0.005	0.000	0.000	-	-	4.44598330751912	0.020	0.020	0.000	0.000
CST7	0.005	0.005	0.000	0.000	-	-	4.44598330751912	0.010	0.005	0.000	0.005
MYH6	0.020	0.020	0.000	0.000	-	-	4.43730499248556	0.081	0.081	0.000	0.000
RB1	0.015	0.015	0.000	0.000	CC	PC	4.43200669574078	0.020	0.020	0.000	0.000
FLT1	0.010	0.010	0.000	0.000	-	-	4.4299949069413	0.035	0.035	0.000	0.000
FOXA2	0.010	0.005	0.000	0.005	-	PC	4.42667078710342	0.010	0.005	0.000	0.005
DAB1	0.010	0.010	0.000	0.000	-	-	4.39191329836058	0.025	0.025	0.000	0.000
XRCC1	0.005	0.005	0.000	0.000	-	-	4.38552455181227	0.035	0.035	0.000	0.000
C2	0.010	0.010	0.000	0.000	-	-	4.38063379822367	0.030	0.030	0.000	0.000
BMP2	0.010	0.010	0.000	0.000	-	-	4.3432723654298	0.025	0.025	0.000	0.000
FAS	0.010	0.010	0.000	0.000	-	-	4.31874087464149	0.025	0.025	0.000	0.000
HDAC9	0.010	0.010	0.000	0.000	-	-	4.30615034024166	0.066	0.066	0.000	0.000
ILF3	0.010	0.010	0.000	0.000	-	-	4.28249172135307	0.025	0.025	0.000	0.000
TRAF2	0.010	0.010	0.000	0.000	-	-	4.28172789137398	0.010	0.010	0.000	0.000
FGFR2	0.010	0.010	0.000	0.000	CC	PC	4.27246106386746	0.035	0.035	0.000	0.000
RAN	0.010	0.010	0.000	0.000	-	-	4.26521139921867	0.020	0.020	0.000	0.000
ADCY1	0.010	0.010	0.000	0.000	-	PC	4.26157124042811	0.045	0.045	0.000	0.000
RHOBTB2	0.005	0.005	0.000	0.000	-	-	4.25123051531427	0.010	0.010	0.000	0.000
PIK3C2B	0.005	0.005	0.000	0.000	-	-	4.25123051531427	0.061	0.061	0.000	0.000
GNG12	0.005	0.005	0.000	0.000	-	-	4.25123051531427	0.025	0.025	0.000	0.000
TBL1Y	0.030	0.000	0.030	0.000	-	-	4.24069506661458	0.384	0.000	0.384	0.000
MCM7	0.005	0.005	0.000	0.000	-	-	4.22362847099677	0.040	0.040	0.000	0.000
XIAP	0.010	0.010	0.000	0.000	-	-	4.2129588158197	0.035	0.035	0.000	0.000
IGF1R	0.010	0.010	0.000	0.000	-	-	4.20972027789085	0.030	0.030	0.000	0.000
AKAP9	0.010	0.010	0.000	0.000	CC	PC	4.19195540026371	0.116	0.116	0.000	0.000
PSMC4	0.005	0.005	0.000	0.000	-	-	4.17054830701795	0.015	0.015	0.000	0.000
POU2F1	0.005	0.005	0.000	0.000	-	-	4.17054830701795	0.010	0.010	0.000	0.000
MRC1	0.005	0.005	0.000	0.000	-	-	4.17054830701795	0.005	0.005	0.000	0.000
KPNA7	0.005	0.005	0.000	0.000	-	-	4.17054830701795	0.010	0.010	0.000	0.000
ADAM17	0.005	0.005	0.000	0.000	-	-	4.17054830701795	0.025	0.025	0.000	0.000
TCF7	0.010	0.010	0.000	0.000	-	PC	4.16513326574986	0.030	0.030	0.000	0.000
GUCY2D	0.020	0.020	0.000	0.000	-	-	4.16193502220288	0.056	0.056	0.000	0.000
ACAN	0.035	0.035	0.000	0.000	-	-	4.15924004326815	0.081	0.081	0.000	0.000
COL20A1	0.010	0.010	0.000	0.000	-	-	4.13506730206555	0.040	0.040	0.000	0.000
MED24	0.010	0.005	0.000	0.005	-	-	4.12387211722285	0.025	0.020	0.000	0.005
FBN2	0.030	0.030	0.000	0.000	-	PC	4.09762289211021	0.066	0.066	0.000	0.000
ACTA1	0.015	0.015	0.000	0.000	-	-	4.07148960708187	0.040	0.040	0.000	0.000
TUBB1	0.005	0.005	0.000	0.000	-	-	4.01945180854783	0.015	0.015	0.000	0.000
SFN	0.005	0.005	0.000	0.000	-	-	4.01945180854783	0.005	0.005	0.000	0.000
APOA1	0.005	0.005	0.000	0.000	-	-	4.01945180854783	0.005	0.005	0.000	0.000
CACNA2D3	0.010	0.010	0.000	0.000	-	-	4.01206178213416	0.056	0.056	0.000	0.000
SLC25A5	0.010	0.010	0.000	0.000	-	-	4.00643931795859	0.030	0.030	0.000	0.000
MYH3	0.015	0.015	0.000	0.000	-	-	3.99261706357015	0.076	0.076	0.000	0.000
TNN	0.005	0.005	0.000	0.000	-	-	3.96859383496274	0.056	0.056	0.000	0.000
RGS17	0.005	0.005	0.000	0.000	-	-	3.96859383496274	0.025	0.025	0.000	0.000
PSMD3	0.005	0.005	0.000	0.005	-	-	3.96859383496274	0.005	0.005	0.000	0.005
PLS3	0.005	0.005	0.000	0.000	-	-	3.96859383496274	0.010	0.010	0.000	0.000
NMT1	0.005	0.005	0.000	0.000	-	-	3.96859383496274	0.010	0.010	0.000	0.000
CDC6	0.005	0.000	0.000	0.005	-	-	3.96859383496274	0.005	0.000	0.000	0.005
C1S	0.005	0.005	0.000	0.000	-	-	3.96859383496274	0.045	0.045	0.000	0.000
RGS4	0.005	0.005	0.000	0.000	-	-	3.96838555344635	0.010	0.010	0.000	0.000
CHL1	0.010	0.010	0.000	0.000	-	-	3.92470023096019	0.061	0.061	0.000	0.000
YWHAH	0.005	0.005	0.000	0.000	-	-	3.88461632011795	0.005	0.005	0.000	0.000
PTPRM	0.005	0.005	0.000	0.000	-	-	3.88461632011795	0.051	0.051	0.000	0.000
IKZF3	0.005	0.005	0.000	0.000	-	-	3.88461632011795	0.005	0.005	0.000	0.000
DOCK2	0.005	0.005	0.000	0.000	-	PC	3.88461632011795	0.096	0.096	0.000	0.000
PLAT	0.005	0.005	0.000	0.000	-	-	3.8788394000921	0.025	0.020	0.000	0.005
HDAC6	0.005	0.005	0.000	0.000	-	-	3.8788394000921	0.015	0.015	0.000	0.000
CHUK	0.005	0.005	0.000	0.000	-	-	3.8788394000921	0.025	0.025	0.000	0.000
PBX2	0.010	0.010	0.000	0.000	-	-	3.84914291540883	0.010	0.010	0.000	0.000
KPNA1	0.010	0.010	0.000	0.000	-	-	3.84767929181938	0.015	0.015	0.000	0.000
STAB1	0.030	0.030	0.000	0.000	-	-	3.82980636460819	0.086	0.086	0.000	0.000
TNR	0.015	0.015	0.000	0.000	-	-	3.82015425570854	0.071	0.071	0.000	0.000
CSNK2A1	0.010	0.010	0.000	0.000	-	-	3.81127793088516	0.015	0.015	0.000	0.000
IHH	0.015	0.015	0.000	0.000	-	-	3.80996660135145	0.020	0.020	0.000	0.000
KIF3C	0.005	0.005	0.000	0.000	-	-	3.79169448018817	0.035	0.035	0.000	0.000
SCNN1B	0.015	0.015	0.000	0.000	-	-	3.79159788471497	0.030	0.030	0.000	0.000
GRIK4	0.010	0.010	0.000	0.000	-	-	3.77842533667848	0.045	0.045	0.000	0.000
SHH	0.005	0.005	0.000	0.000	-	-	3.76335745745508	0.010	0.010	0.000	0.000
HIST3H3	0.005	0.005	0.000	0.000	-	-	3.76335745745508	0.005	0.005	0.000	0.000
CHEK2	0.005	0.005	0.000	0.000	CC	PC	3.76335745745508	0.040	0.040	0.000	0.000
ESR2	0.010	0.010	0.000	0.000	-	-	3.75851837884388	0.020	0.020	0.000	0.000
COL12A1	0.010	0.010	0.000	0.000	-	-	3.74555914173072	0.121	0.121	0.000	0.000
DLG4	0.010	0.010	0.000	0.000	-	-	3.72941415353633	0.030	0.030	0.000	0.000
NR5A1	0.010	0.010	0.000	0.000	-	-	3.72888248780662	0.035	0.035	0.000	0.000
PWP1	0.010	0.010	0.000	0.000	-	-	3.72137784849976	0.015	0.015	0.000	0.000
PPFIA1	0.005	0.005	0.000	0.000	-	-	3.71988034281308	0.015	0.015	0.000	0.000
ARNTL2	0.005	0.005	0.000	0.000	-	-	3.71988034281308	0.025	0.025	0.000	0.000
TJP1	0.005	0.005	0.000	0.000	-	-	3.69415321705697	0.025	0.025	0.000	0.000
PTK6	0.005	0.005	0.000	0.000	-	-	3.69415321705697	0.010	0.010	0.000	0.000
ESRRA	0.005	0.005	0.000	0.000	-	-	3.6821505105219	0.020	0.020	0.000	0.000
PPFIA2	0.010	0.010	0.000	0.000	-	-	3.65398375993341	0.066	0.066	0.000	0.000
RHOT1	0.010	0.010	0.000	0.000	-	-	3.65199566334273	0.015	0.015	0.000	0.000
MICA	0.005	0.005	0.000	0.000	-	-	3.63864879832939	0.025	0.025	0.000	0.000
MADD	0.005	0.005	0.000	0.000	-	-	3.63864879832939	0.040	0.040	0.000	0.000
SF3B1	0.010	0.010	0.000	0.000	CC	PC	3.589727134487	0.035	0.035	0.000	0.000
ACLY	0.010	0.010	0.000	0.000	-	-	3.5858507187734	0.040	0.040	0.000	0.000
IL12RB1	0.010	0.010	0.000	0.000	-	-	3.5831498223156	0.020	0.020	0.000	0.000
PIP4K2A	0.010	0.010	0.000	0.000	-	-	3.5831108234183	0.035	0.035	0.000	0.000
SCN8A	0.010	0.010	0.000	0.000	-	-	3.57094433489416	0.040	0.040	0.000	0.000
APBA2	0.010	0.010	0.000	0.000	-	-	3.54379274652358	0.061	0.061	0.000	0.000
ATP2A3	0.005	0.005	0.000	0.000	-	-	3.53462257577974	0.035	0.035	0.000	0.000
CNTNAP4	0.010	0.010	0.000	0.000	-	-	3.52540630325312	0.076	0.076	0.000	0.000
KCNMA1	0.010	0.010	0.000	0.000	-	-	3.50778713967683	0.025	0.025	0.000	0.000
TAF1B	0.005	0.005	0.000	0.000	-	-	3.49797476271644	0.040	0.040	0.000	0.000
HLA-DQB1	0.005	0.005	0.000	0.000	-	-	3.49797476271644	0.015	0.015	0.000	0.000
WISP1	0.005	0.000	0.000	0.005	-	-	3.48856600568826	0.020	0.015	0.000	0.005
SCG3	0.005	0.005	0.000	0.000	-	-	3.48313590924548	0.020	0.020	0.000	0.000
DOK2	0.005	0.005	0.000	0.000	-	-	3.48313590924548	0.015	0.015	0.000	0.000
MAP3K2	0.010	0.010	0.000	0.000	-	-	3.48207780793817	0.025	0.025	0.000	0.000
PRKG2	0.005	0.005	0.000	0.000	-	-	3.46074715043016	0.025	0.025	0.000	0.000
GTF3C1	0.010	0.010	0.000	0.000	-	-	3.4544271552374	0.051	0.051	0.000	0.000
SLIT1	0.040	0.040	0.000	0.000	-	-	3.42751885335684	0.076	0.076	0.000	0.000
CENPF	0.010	0.010	0.000	0.000	-	-	3.40984415983592	0.056	0.056	0.000	0.000
SLC2A4	0.005	0.005	0.000	0.000	-	-	3.4020970096149	0.015	0.015	0.000	0.000
POLA2	0.005	0.005	0.000	0.000	-	-	3.4020970096149	0.015	0.015	0.000	0.000
CIITA	0.005	0.005	0.000	0.000	CC	-	3.4020970096149	0.030	0.030	0.000	0.000
PDGFRB	0.015	0.015	0.000	0.000	CC	-	3.39708051360491	0.035	0.035	0.000	0.000
PPARG	0.005	0.005	0.000	0.000	CC	-	3.3825661898932	0.005	0.005	0.000	0.000
MARK4	0.005	0.005	0.000	0.000	-	-	3.3825661898932	0.040	0.040	0.000	0.000
KRT2	0.030	0.030	0.000	0.000	-	-	3.37278574520031	0.061	0.061	0.000	0.000
AP2A1	0.010	0.010	0.000	0.000	-	-	3.36679422862366	0.020	0.020	0.000	0.000
HSP90B1	0.015	0.015	0.000	0.000	-	-	3.36239890984603	0.030	0.030	0.000	0.000
RAP2B	0.010	0.010	0.000	0.000	-	-	3.36146139100698	0.025	0.025	0.000	0.000
TNFRSF1A	0.005	0.005	0.000	0.000	-	-	3.34527373497627	0.015	0.015	0.000	0.000
RBM14	0.005	0.005	0.000	0.000	-	-	3.34527373497627	0.020	0.020	0.000	0.000
HLA-DRB1	0.005	0.005	0.000	0.000	-	-	3.34527373497627	0.025	0.025	0.000	0.000
ERG	0.005	0.005	0.000	0.000	CC	-	3.34527373497627	0.020	0.020	0.000	0.000
ADRBK1	0.005	0.005	0.000	0.000	-	-	3.34527373497627	0.015	0.015	0.000	0.000
ADCY7	0.010	0.010	0.000	0.000	-	-	3.32906831761281	0.020	0.020	0.000	0.000
RAC1	0.005	0.005	0.000	0.000	-	PC	3.32193665533067	0.010	0.010	0.000	0.000
NFATC2	0.005	0.005	0.000	0.000	-	-	3.32193665533067	0.020	0.020	0.000	0.000
NEDD4L	0.020	0.020	0.000	0.000	-	PC	3.29230730126092	0.030	0.030	0.000	0.000
NDN	0.005	0.005	0.000	0.000	-	-	3.29005290606338	0.010	0.010	0.000	0.000
HDAC1	0.005	0.005	0.000	0.000	-	-	3.29005290606338	0.005	0.005	0.000	0.000
CDH1	0.005	0.005	0.000	0.000	CC	PC	3.29005290606338	0.035	0.035	0.000	0.000
CDC16	0.005	0.005	0.000	0.000	-	-	3.29005290606338	0.010	0.010	0.000	0.000
COL7A1	0.010	0.010	0.000	0.000	-	-	3.28263257003814	0.106	0.106	0.000	0.000
SMARCD2	0.005	0.005	0.000	0.000	-	-	3.28180844490682	0.030	0.030	0.000	0.000
CENPI	0.005	0.005	0.000	0.000	-	-	3.28180844490682	0.020	0.020	0.000	0.000
RRAS	0.005	0.005	0.000	0.000	-	-	3.27274977226011	0.010	0.010	0.000	0.000
MAP3K1	0.005	0.005	0.000	0.000	-	PC	3.27274977226011	0.035	0.035	0.000	0.000
DNA2	0.005	0.005	0.000	0.000	-	-	3.27274977226011	0.020	0.020	0.000	0.000
NGFR	0.010	0.010	0.000	0.000	-	-	3.25021742237619	0.025	0.025	0.000	0.000
BMPR1A	0.010	0.010	0.000	0.000	CC	-	3.23563401543585	0.025	0.025	0.000	0.000
PPP1R12A	0.010	0.010	0.000	0.000	-	-	3.15568228788579	0.015	0.015	0.000	0.000
TFAP2A	0.005	0.005	0.000	0.000	-	-	3.14982417964342	0.010	0.010	0.000	0.000
SOCS4	0.010	0.010	0.000	0.000	-	-	3.14561504805188	0.015	0.015	0.000	0.000
CUBN	0.091	0.091	0.000	0.000	-	-	3.13004494796068	0.111	0.111	0.000	0.000
DSP	0.020	0.020	0.000	0.000	-	-	3.12823208951689	0.061	0.061	0.000	0.000
PLCB1	0.010	0.010	0.000	0.000	-	-	3.10927279311245	0.030	0.030	0.000	0.000
PGR	0.005	0.005	0.000	0.000	-	-	3.09994127182757	0.035	0.035	0.000	0.000
NR5A2	0.005	0.005	0.000	0.000	-	-	3.09387590509596	0.025	0.025	0.000	0.000
MXRA8	0.005	0.005	0.000	0.000	-	-	3.09387590509596	0.030	0.030	0.000	0.000
EIF4G1	0.005	0.005	0.000	0.000	-	-	3.09387590509596	0.020	0.020	0.000	0.000
GLI2	0.010	0.010	0.000	0.000	-	-	3.08984001377035	0.035	0.035	0.000	0.000
PLXND1	0.005	0.005	0.000	0.000	-	-	3.08895217080942	0.051	0.051	0.000	0.000
SUPT5H	0.005	0.005	0.000	0.000	-	-	3.07772524270832	0.020	0.020	0.000	0.000
RRM1	0.005	0.005	0.000	0.000	-	-	3.07772524270832	0.005	0.005	0.000	0.000
MYF6	0.005	0.005	0.000	0.000	-	-	3.07772524270832	0.020	0.020	0.000	0.000
SET	0.005	0.005	0.000	0.000	CC	-	3.07270109775438	0.010	0.010	0.000	0.000
FGF12	0.010	0.010	0.000	0.000	-	-	3.07083581273887	0.020	0.020	0.000	0.000
GRIK2	0.056	0.056	0.000	0.000	-	-	3.06637870488455	0.101	0.101	0.000	0.000
IKZF4	0.010	0.010	0.000	0.000	-	-	3.05886133300666	0.030	0.030	0.000	0.000
RPS6KA2	0.005	0.005	0.000	0.000	-	-	3.04693831087091	0.040	0.040	0.000	0.000
PLEK	0.005	0.005	0.000	0.000	-	-	3.04693831087091	0.035	0.035	0.000	0.000
DKC1	0.010	0.010	0.000	0.000	-	-	3.04256113222949	0.010	0.010	0.000	0.000
SREBF1	0.005	0.005	0.000	0.000	-	-	3.03453580397089	0.030	0.030	0.000	0.000
NCOA1	0.005	0.005	0.000	0.000	CC	-	3.03453580397089	0.030	0.030	0.000	0.000
IGFALS	0.005	0.005	0.000	0.000	-	-	3.03453580397089	0.035	0.035	0.000	0.000
APAF1	0.005	0.005	0.000	0.000	-	PC	3.03453580397089	0.025	0.025	0.000	0.000
FAT2	0.051	0.051	0.000	0.000	-	-	3.03192046549932	0.101	0.101	0.000	0.000
RHOQ	0.005	0.005	0.000	0.000	-	-	3.00925107510391	0.010	0.010	0.000	0.000
EGR2	0.005	0.005	0.000	0.000	-	-	3.00925107510391	0.035	0.035	0.000	0.000
TSSK1B	0.005	0.005	0.000	0.000	-	-	2.95069299681455	0.051	0.051	0.000	0.000
SF1	0.005	0.005	0.000	0.000	-	-	2.95069299681455	0.040	0.040	0.000	0.000
PSMB1	0.005	0.005	0.000	0.000	-	-	2.95069299681455	0.010	0.010	0.000	0.000
PCDHA6	0.015	0.015	0.000	0.000	-	-	2.95044627112924	0.076	0.076	0.000	0.000
CD22	0.010	0.010	0.000	0.000	-	-	2.88889317777185	0.030	0.030	0.000	0.000
PI4KB	0.015	0.015	0.000	0.000	-	-	2.88130603593686	0.020	0.020	0.000	0.000
CD48	0.005	0.005	0.000	0.000	-	-	2.87680177264537	0.010	0.010	0.000	0.000
NRXN3	0.015	0.015	0.000	0.000	-	-	2.85874107959327	0.061	0.061	0.000	0.000
MTA3	0.005	0.005	0.000	0.000	-	-	2.84379685798595	0.010	0.010	0.000	0.000
NFIB	0.010	0.010	0.000	0.000	CC	-	2.84234181337854	0.025	0.025	0.000	0.000
SP2	0.005	0.005	0.000	0.000	-	-	2.83393428530477	0.010	0.010	0.000	0.000
GAB3	0.005	0.005	0.000	0.000	-	-	2.83393428530477	0.020	0.020	0.000	0.000
ADAMTS19	0.005	0.005	0.000	0.000	-	-	2.83393428530477	0.035	0.035	0.000	0.000
RFC4	0.010	0.010	0.000	0.000	-	-	2.83150469000654	0.020	0.020	0.000	0.000
UNC5A	0.005	0.005	0.000	0.000	-	-	2.81368300247179	0.015	0.015	0.000	0.000
SMARCE1	0.005	0.005	0.000	0.000	-	-	2.81368300247179	0.010	0.010	0.000	0.000
RXRB	0.005	0.005	0.000	0.000	-	-	2.81368300247179	0.020	0.020	0.000	0.000
FANCA	0.005	0.005	0.000	0.000	CC	PC	2.81368300247179	0.030	0.030	0.000	0.000
CDC42BPA	0.005	0.005	0.000	0.000	-	-	2.81168035558921	0.045	0.045	0.000	0.000
POU5F1	0.005	0.005	0.000	0.000	CC	-	2.80893170876966	0.015	0.015	0.000	0.000
NR3C2	0.005	0.005	0.000	0.000	-	-	2.80893170876966	0.035	0.035	0.000	0.000
USP14	0.010	0.010	0.000	0.000	-	-	2.8064816803046	0.015	0.015	0.000	0.000
CD40	0.010	0.010	0.000	0.000	-	-	2.8017378625886	0.020	0.020	0.000	0.000
PSMD1	0.005	0.005	0.000	0.000	-	-	2.79460353357195	0.030	0.030	0.000	0.000
XPO1	0.010	0.010	0.000	0.000	CC	-	2.78126566645713	0.015	0.015	0.000	0.000
TCF12	0.015	0.015	0.000	0.000	CC	PC	2.76380741255241	0.020	0.020	0.000	0.000
CBL	0.010	0.010	0.000	0.000	CC	-	2.69995788447854	0.015	0.015	0.000	0.000
SELPLG	0.005	0.005	0.000	0.000	-	-	2.69867648271239	0.020	0.020	0.000	0.000
PARVB	0.005	0.005	0.000	0.000	-	-	2.69867648271239	0.015	0.015	0.000	0.000
FZD1	0.005	0.005	0.000	0.000	-	-	2.69867648271239	0.030	0.030	0.000	0.000
FOXO4	0.005	0.005	0.000	0.000	-	-	2.69867648271239	0.035	0.035	0.000	0.000
ATP2A2	0.005	0.005	0.000	0.000	-	-	2.69867648271239	0.030	0.030	0.000	0.000
PVRL3	0.005	0.005	0.000	0.000	-	-	2.681245173774	0.010	0.010	0.000	0.000
ODC1	0.005	0.005	0.000	0.000	-	-	2.681245173774	0.005	0.005	0.000	0.000
LTB	0.005	0.005	0.000	0.000	-	-	2.681245173774	0.010	0.010	0.000	0.000
MXRA5	0.020	0.020	0.000	0.000	-	-	2.67700566229357	0.096	0.096	0.000	0.000
APBA1	0.010	0.010	0.000	0.000	-	-	2.67078810503054	0.025	0.025	0.000	0.000
GUCY1A2	0.005	0.005	0.000	0.000	-	-	2.66584185057168	0.035	0.035	0.000	0.000
CACNA2D4	0.005	0.005	0.000	0.000	-	-	2.66584185057168	0.040	0.040	0.000	0.000
SRCAP	0.010	0.010	0.000	0.000	-	-	2.64656620038522	0.086	0.086	0.000	0.000
