CDH26	16	2_NERVOUS_SYSTEM_DEVELOPMENT	0.938	1_KEGG_AXON_GUIDANCE	0.875	0_HALLMARK_MYOGENESIS	0.812	2_SYSTEM_DEVELOPMENT	0.750	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.750	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.750	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.688	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.625	1_KEGG_FOCAL_ADHESION	0.625	2_CELL_PROJECTION	0.625	2_GENERATION_OF_NEURONS	0.625	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.625	2_NEURON_DIFFERENTIATION	0.625	2_CATION_CHANNEL_ACTIVITY	0.625	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.625	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.562	2_SYNAPTOGENESIS	0.562	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.562	2_AXONOGENESIS	0.500	2_GATED_CHANNEL_ACTIVITY	0.500	
CDH3	8	1_KEGG_AXON_GUIDANCE	0.750	0_HALLMARK_MYOGENESIS	0.625	2_NERVOUS_SYSTEM_DEVELOPMENT	0.625	2_PLASMA_MEMBRANE	0.500	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.500	0_HALLMARK_APICAL_JUNCTION	0.375	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.375	1_KEGG_FOCAL_ADHESION	0.375	1_KEGG_ECM_RECEPTOR_INTERACTION	0.375	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.375	2_SYSTEM_DEVELOPMENT	0.375	2_SYNAPTOGENESIS	0.375	2_AXONOGENESIS	0.375	2_GENERATION_OF_NEURONS	0.375	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.375	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.375	2_NEURON_DIFFERENTIATION	0.375	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.375	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.375	0_HALLMARK_UV_RESPONSE_DN	0.250	
CDH4	22	2_NERVOUS_SYSTEM_DEVELOPMENT	0.955	2_SYSTEM_DEVELOPMENT	0.909	0_HALLMARK_MYOGENESIS	0.818	1_KEGG_AXON_GUIDANCE	0.818	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.818	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.773	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.682	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.682	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.636	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.636	1_KEGG_FOCAL_ADHESION	0.545	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.545	2_SYNAPTOGENESIS	0.500	0_HALLMARK_APICAL_JUNCTION	0.455	2_AXONOGENESIS	0.455	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.455	2_NEURON_DIFFERENTIATION	0.455	2_CATION_CHANNEL_ACTIVITY	0.455	2_GATED_CHANNEL_ACTIVITY	0.455	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.455	
CDH7	12	0_HALLMARK_MYOGENESIS	0.750	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.750	2_NERVOUS_SYSTEM_DEVELOPMENT	0.750	1_KEGG_FOCAL_ADHESION	0.667	2_CELL_PROJECTION	0.667	2_SYSTEM_DEVELOPMENT	0.667	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.667	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.667	2_PLASMA_MEMBRANE	0.583	2_SYNAPTOGENESIS	0.583	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.583	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.583	2_ION_TRANSPORT	0.583	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.583	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	1_KEGG_AXON_GUIDANCE	0.500	1_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.500	2_MEMBRANE	0.500	2_CATION_TRANSPORT	0.500	2_CATION_CHANNEL_ACTIVITY	0.500	
CDH8	14	2_NERVOUS_SYSTEM_DEVELOPMENT	0.857	0_HALLMARK_MYOGENESIS	0.714	2_SYSTEM_DEVELOPMENT	0.643	2_SYNAPTOGENESIS	0.643	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.643	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.643	1_KEGG_AXON_GUIDANCE	0.571	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.571	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.571	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.429	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.357	1_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.357	2_BASEMENT_MEMBRANE	0.357	2_DYSTROPHIN_ASSOCIATED_GLYCOPROTEIN_COMPLEX	0.357	2_CELL_PROJECTION	0.357	2_SYSTEM_PROCESS	0.357	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.357	1_KEGG_FOCAL_ADHESION	0.286	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.286	
CDK3	1	
CDK4	3	0_HALLMARK_MYOGENESIS	1.000	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	1.000	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	1.000	2_SYSTEM_DEVELOPMENT	1.000	2_NERVOUS_SYSTEM_DEVELOPMENT	1.000	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	1.000	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	1.000	0_HALLMARK_APICAL_JUNCTION	0.667	1_KEGG_AXON_GUIDANCE	0.667	1_KEGG_TIGHT_JUNCTION	0.667	2_VOLTAGE_GATED_POTASSIUM_CHANNEL_COMPLEX	0.667	2_CELL_PROJECTION	0.667	2_ACTIN_CYTOSKELETON	0.667	2_PLASMA_MEMBRANE_PART	0.667	2_PLASMA_MEMBRANE	0.667	2_NEURITE_DEVELOPMENT	0.667	2_AXONOGENESIS	0.667	2_CELLULAR_MORPHOGENESIS_DURING_DIFFERENTIATION	0.667	2_GENERATION_OF_NEURONS	0.667	2_NEUROGENESIS	0.667	
CDK5	5	0_HALLMARK_MYOGENESIS	0.800	1_KEGG_AXON_GUIDANCE	0.800	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.600	1_KEGG_FOCAL_ADHESION	0.600	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.600	2_CELL_PROJECTION	0.600	2_NERVOUS_SYSTEM_DEVELOPMENT	0.600	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.600	0_HALLMARK_UV_RESPONSE_DN	0.400	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.400	1_KEGG_ADHERENS_JUNCTION	0.400	1_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.400	2_EXTRACELLULAR_MATRIX_PART	0.400	2_BASEMENT_MEMBRANE	0.400	2_BASAL_LAMINA	0.400	2_DYSTROPHIN_ASSOCIATED_GLYCOPROTEIN_COMPLEX	0.400	2_SYSTEM_DEVELOPMENT	0.400	2_SYNAPTOGENESIS	0.400	2_GENERATION_OF_NEURONS	0.400	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.400	
CDK6	12	1_KEGG_FOCAL_ADHESION	0.917	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.917	0_HALLMARK_MYOGENESIS	0.750	1_KEGG_AXON_GUIDANCE	0.750	2_NERVOUS_SYSTEM_DEVELOPMENT	0.750	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.750	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.750	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.667	2_CELL_PROJECTION	0.667	2_SYSTEM_DEVELOPMENT	0.667	2_NEURON_DIFFERENTIATION	0.667	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.583	2_AXONOGENESIS	0.583	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.583	2_NEUROGENESIS	0.500	1_KEGG_ADHERENS_JUNCTION	0.417	2_CYTOSKELETON	0.417	2_GENERATION_OF_NEURONS	0.417	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.417	2_CATION_CHANNEL_ACTIVITY	0.417	
CDK7	4	0_HALLMARK_MYOGENESIS	0.750	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.750	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.750	2_SYSTEM_DEVELOPMENT	0.750	2_SYNAPTOGENESIS	0.750	2_NERVOUS_SYSTEM_DEVELOPMENT	0.750	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.750	0_HALLMARK_APICAL_JUNCTION	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	1_KEGG_P53_SIGNALING_PATHWAY	0.500	1_KEGG_AXON_GUIDANCE	0.500	2_NEURITE_DEVELOPMENT	0.500	2_AXONOGENESIS	0.500	2_CELLULAR_MORPHOGENESIS_DURING_DIFFERENTIATION	0.500	2_GENERATION_OF_NEURONS	0.500	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.500	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.500	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.500	2_NEURON_DIFFERENTIATION	0.500	2_NEURON_DEVELOPMENT	0.500	
CDK9	7	1_KEGG_FOCAL_ADHESION	0.714	0_HALLMARK_MYOGENESIS	0.571	0_HALLMARK_APICAL_JUNCTION	0.571	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.571	0_HALLMARK_UV_RESPONSE_DN	0.571	1_KEGG_AXON_GUIDANCE	0.571	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.429	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.429	2_NERVOUS_SYSTEM_DEVELOPMENT	0.429	2_GENERATION_OF_NEURONS	0.429	2_CATION_CHANNEL_ACTIVITY	0.429	2_GATED_CHANNEL_ACTIVITY	0.429	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.429	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.429	0_HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.286	1_KEGG_OXIDATIVE_PHOSPHORYLATION	0.286	1_KEGG_ADHERENS_JUNCTION	0.286	1_KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.286	1_KEGG_SMALL_CELL_LUNG_CANCER	0.286	2_CELL_PROJECTION	0.286	
CDKN1C	3	1_KEGG_FOCAL_ADHESION	1.000	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	1.000	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	1.000	0_HALLMARK_MYOGENESIS	0.667	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.667	1_KEGG_AXON_GUIDANCE	0.667	1_KEGG_ADHERENS_JUNCTION	0.667	1_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.667	2_SYSTEM_DEVELOPMENT	0.667	2_SYNAPTOGENESIS	0.667	2_NERVOUS_SYSTEM_DEVELOPMENT	0.667	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.667	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.667	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.667	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.667	2_CATION_CHANNEL_ACTIVITY	0.667	2_VOLTAGE_GATED_CHANNEL_ACTIVITY	0.667	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.667	1_KEGG_P53_SIGNALING_PATHWAY	0.333	1_KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.333	
CDKN2A	24	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.708	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.667	2_NERVOUS_SYSTEM_DEVELOPMENT	0.667	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.625	2_CELL_PROJECTION	0.625	0_HALLMARK_MYOGENESIS	0.583	2_CATION_CHANNEL_ACTIVITY	0.583	1_KEGG_FOCAL_ADHESION	0.542	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.542	2_GATED_CHANNEL_ACTIVITY	0.542	1_KEGG_AXON_GUIDANCE	0.500	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.500	2_SYSTEM_DEVELOPMENT	0.500	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.500	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.500	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.458	2_ION_CHANNEL_ACTIVITY	0.458	2_SYNAPTOGENESIS	0.417	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.417	2_VOLTAGE_GATED_CHANNEL_ACTIVITY	0.417	
CEBPA	8	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.750	2_METAL_ION_TRANSPORT	0.750	2_CATION_CHANNEL_ACTIVITY	0.750	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.750	1_KEGG_AXON_GUIDANCE	0.625	2_SYSTEM_DEVELOPMENT	0.625	2_NERVOUS_SYSTEM_DEVELOPMENT	0.625	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.625	2_GATED_CHANNEL_ACTIVITY	0.625	0_HALLMARK_MYOGENESIS	0.500	1_KEGG_FOCAL_ADHESION	0.500	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.500	2_CELL_PROJECTION	0.500	2_AXONOGENESIS	0.500	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.500	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.500	2_ION_CHANNEL_ACTIVITY	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.375	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.375	2_SYNAPTOGENESIS	0.375	
CEBPB	11	1_KEGG_AXON_GUIDANCE	0.909	0_HALLMARK_MYOGENESIS	0.818	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.727	2_SYSTEM_DEVELOPMENT	0.727	2_NERVOUS_SYSTEM_DEVELOPMENT	0.727	2_GENERATION_OF_NEURONS	0.727	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.727	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.727	1_KEGG_FOCAL_ADHESION	0.636	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.636	2_NEURON_DIFFERENTIATION	0.636	2_AXONOGENESIS	0.545	2_METAL_ION_TRANSPORT	0.545	2_CATION_TRANSPORT	0.545	2_NEURON_DEVELOPMENT	0.545	2_ION_TRANSPORT	0.545	2_CATION_CHANNEL_ACTIVITY	0.545	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.545	1_KEGG_P53_SIGNALING_PATHWAY	0.455	2_CELL_PROJECTION	0.455	
CELSR3	20	2_NERVOUS_SYSTEM_DEVELOPMENT	0.900	2_SYSTEM_DEVELOPMENT	0.750	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.700	0_HALLMARK_MYOGENESIS	0.650	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.650	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.600	1_KEGG_AXON_GUIDANCE	0.600	1_KEGG_FOCAL_ADHESION	0.600	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.600	2_PLASMA_MEMBRANE	0.550	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.550	2_SYNAPTOGENESIS	0.500	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.500	2_NEURON_DIFFERENTIATION	0.500	2_CATION_CHANNEL_ACTIVITY	0.500	2_GATED_CHANNEL_ACTIVITY	0.500	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.500	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.450	2_CELL_PROJECTION	0.450	2_AXONOGENESIS	0.450	
CEP63	5	0_HALLMARK_MYOGENESIS	0.600	1_KEGG_AXON_GUIDANCE	0.600	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.600	2_NERVOUS_SYSTEM_DEVELOPMENT	0.600	2_GENERATION_OF_NEURONS	0.600	2_NEURON_DIFFERENTIATION	0.600	0_HALLMARK_APICAL_JUNCTION	0.400	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.400	0_HALLMARK_UV_RESPONSE_DN	0.400	1_KEGG_FOCAL_ADHESION	0.400	2_CELL_PROJECTION	0.400	2_PLASMA_MEMBRANE	0.400	2_SYSTEM_DEVELOPMENT	0.400	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.400	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.400	2_CATION_CHANNEL_ACTIVITY	0.400	2_GATED_CHANNEL_ACTIVITY	0.400	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.400	2_CYTOSKELETAL_PROTEIN_BINDING	0.400	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.400	
CETN2	9	1_KEGG_AXON_GUIDANCE	0.889	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.889	0_HALLMARK_MYOGENESIS	0.667	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.667	0_HALLMARK_UV_RESPONSE_DN	0.667	1_KEGG_FOCAL_ADHESION	0.667	2_NERVOUS_SYSTEM_DEVELOPMENT	0.667	2_CELL_PROJECTION	0.556	2_SYSTEM_DEVELOPMENT	0.556	2_AXONOGENESIS	0.556	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.556	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.556	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.444	2_BASEMENT_MEMBRANE	0.444	2_EXTRACELLULAR_MATRIX	0.444	2_PLASMA_MEMBRANE	0.444	2_SYNAPTOGENESIS	0.444	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.444	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.444	2_NEURON_DIFFERENTIATION	0.444	
CFTR	13	2_NERVOUS_SYSTEM_DEVELOPMENT	0.846	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.769	1_KEGG_AXON_GUIDANCE	0.692	2_SYSTEM_DEVELOPMENT	0.692	2_CATION_CHANNEL_ACTIVITY	0.692	2_GATED_CHANNEL_ACTIVITY	0.692	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.615	1_KEGG_FOCAL_ADHESION	0.615	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.615	2_GENERATION_OF_NEURONS	0.615	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.615	2_NEURON_DIFFERENTIATION	0.615	2_SUBSTRATE_SPECIFIC_CHANNEL_ACTIVITY	0.615	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.615	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.615	2_ION_CHANNEL_ACTIVITY	0.615	0_HALLMARK_MYOGENESIS	0.538	2_CELL_PROJECTION	0.538	2_SYNAPTOGENESIS	0.538	2_AXONOGENESIS	0.538	
CHD4	7	0_HALLMARK_MYOGENESIS	0.857	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.857	1_KEGG_AXON_GUIDANCE	0.714	2_NERVOUS_SYSTEM_DEVELOPMENT	0.714	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.571	2_SYSTEM_DEVELOPMENT	0.571	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.571	2_CATION_CHANNEL_ACTIVITY	0.571	2_VOLTAGE_GATED_CHANNEL_ACTIVITY	0.571	2_GATED_CHANNEL_ACTIVITY	0.571	2_SUBSTRATE_SPECIFIC_CHANNEL_ACTIVITY	0.571	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.571	2_ION_CHANNEL_ACTIVITY	0.571	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.429	2_CELL_PROJECTION	0.429	2_PLASMA_MEMBRANE	0.429	2_SYNAPTOGENESIS	0.429	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.429	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.429	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.429	
CHD7	9	0_HALLMARK_MYOGENESIS	0.444	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.444	1_KEGG_AXON_GUIDANCE	0.444	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.444	2_BASEMENT_MEMBRANE	0.444	2_DYSTROPHIN_ASSOCIATED_GLYCOPROTEIN_COMPLEX	0.444	2_EXTRACELLULAR_MATRIX	0.444	2_SYSTEM_DEVELOPMENT	0.444	2_NERVOUS_SYSTEM_DEVELOPMENT	0.444	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.444	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.444	2_CATION_CHANNEL_ACTIVITY	0.444	2_GATED_CHANNEL_ACTIVITY	0.444	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.444	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.444	2_ION_CHANNEL_ACTIVITY	0.444	1_KEGG_FOCAL_ADHESION	0.333	1_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.333	2_EXTRACELLULAR_MATRIX_PART	0.333	2_BASAL_LAMINA	0.333	
CHEK1	6	2_NERVOUS_SYSTEM_DEVELOPMENT	1.000	0_HALLMARK_MYOGENESIS	0.833	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.833	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.833	2_CATION_CHANNEL_ACTIVITY	0.833	2_VOLTAGE_GATED_CHANNEL_ACTIVITY	0.833	2_GATED_CHANNEL_ACTIVITY	0.833	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.833	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.833	1_KEGG_AXON_GUIDANCE	0.667	1_KEGG_FOCAL_ADHESION	0.667	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.667	2_CELL_PROJECTION	0.667	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.667	2_ION_TRANSPORT	0.667	2_SUBSTRATE_SPECIFIC_CHANNEL_ACTIVITY	0.667	2_ION_CHANNEL_ACTIVITY	0.667	0_HALLMARK_UV_RESPONSE_DN	0.500	1_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.500	2_CYTOSKELETON	0.500	
CHEK2	5	0_HALLMARK_MYOGENESIS	0.600	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.600	1_KEGG_AXON_GUIDANCE	0.600	2_SYSTEM_DEVELOPMENT	0.600	2_NERVOUS_SYSTEM_DEVELOPMENT	0.600	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	0.600	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.600	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.600	0_HALLMARK_UV_RESPONSE_DN	0.400	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0.400	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.400	1_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.400	2_EXTRACELLULAR_MATRIX_PART	0.400	2_BASEMENT_MEMBRANE	0.400	2_BASAL_LAMINA	0.400	2_NUCLEUS	0.400	2_DYSTROPHIN_ASSOCIATED_GLYCOPROTEIN_COMPLEX	0.400	2_PLASMA_MEMBRANE_PART	0.400	2_PLASMA_MEMBRANE	0.400	2_SYNAPTOGENESIS	0.400	
CHKA	5	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	1.000	2_CELL_PROJECTION	1.000	2_NERVOUS_SYSTEM_DEVELOPMENT	1.000	2_CATION_CHANNEL_ACTIVITY	1.000	2_GATED_CHANNEL_ACTIVITY	1.000	0_HALLMARK_MYOGENESIS	0.800	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.800	1_KEGG_AXON_GUIDANCE	0.800	1_KEGG_FOCAL_ADHESION	0.800	2_ACTIN_CYTOSKELETON	0.800	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	0.800	2_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	0.800	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.800	2_SYSTEM_DEVELOPMENT	0.600	2_SYNAPTOGENESIS	0.600	2_GENERATION_OF_NEURONS	0.600	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	0.600	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	0.600	2_NEUROGENESIS	0.600	2_NEURON_DIFFERENTIATION	0.600	
CLK1	2	0_HALLMARK_MYOGENESIS	0.500	0_HALLMARK_APICAL_JUNCTION	0.500	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.500	0_HALLMARK_UV_RESPONSE_DN	0.500	1_KEGG_ERBB_SIGNALING_PATHWAY	0.500	1_KEGG_CALCIUM_SIGNALING_PATHWAY	0.500	1_KEGG_AXON_GUIDANCE	0.500	1_KEGG_FOCAL_ADHESION	0.500	1_KEGG_ECM_RECEPTOR_INTERACTION	0.500	1_KEGG_ADHERENS_JUNCTION	0.500	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.500	1_KEGG_PATHWAYS_IN_CANCER	0.500	1_KEGG_ENDOMETRIAL_CANCER	0.500	1_KEGG_SMALL_CELL_LUNG_CANCER	0.500	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	0.500	2_EXTRACELLULAR_MATRIX_PART	0.500	2_BASEMENT_MEMBRANE	0.500	2_EXTRACELLULAR_MATRIX	0.500	2_PLASMA_MEMBRANE	0.500	2_MUSCLE_DEVELOPMENT	0.500	
