GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
RALGDS	0.018	0.018	0.000	0.000	CC	-	33.7370984852036	0.060	0.042	0.000	0.018
NGFR	0.018	0.012	0.006	0.006	-	-	33.6280001627242	0.018	0.012	0.006	0.006
NCOA3	0.024	0.006	0.000	0.018	-	PC	33.0490823601433	0.089	0.048	0.000	0.042
EPHA1	0.018	0.012	0.000	0.006	-	-	33.0095329085269	0.060	0.042	0.006	0.012
USF1	0.024	0.006	0.000	0.018	-	-	32.7659064531929	0.036	0.006	0.000	0.030
RUNDC3A	0.018	0.006	0.006	0.006	-	-	32.4810117745264	0.024	0.006	0.006	0.012
NR3C1	0.018	0.018	0.000	0.000	-	-	32.4550157334308	0.024	0.024	0.000	0.000
TP73	0.018	0.006	0.012	0.000	-	-	32.3479975957488	0.036	0.006	0.018	0.012
PIAS3	0.024	0.006	0.000	0.018	-	-	32.256833648844	0.036	0.012	0.000	0.024
TFDP1	0.018	0.006	0.000	0.012	-	PC	32.0303420421382	0.048	0.018	0.000	0.030
CASP8	0.024	0.018	0.006	0.000	-	PC	32.0298672291508	0.048	0.036	0.012	0.000
GATA1	0.018	0.012	0.006	0.000	CC	-	31.9948973014392	0.024	0.012	0.012	0.000
NCK1	0.018	0.012	0.000	0.006	-	-	31.9908287524002	0.036	0.030	0.000	0.012
RAPGEF5	0.018	0.012	0.006	0.006	-	-	31.8034317958637	0.071	0.024	0.006	0.048
IGF2	0.018	0.012	0.000	0.006	-	-	31.6878863531589	0.030	0.024	0.000	0.006
BCL6	0.018	0.018	0.000	0.006	CC	-	31.3266420191639	0.065	0.024	0.006	0.042
MACF1	0.113	0.089	0.012	0.012	-	-	30.8531979306151	0.185	0.155	0.012	0.018
PAK1	0.030	0.006	0.000	0.024	-	-	30.738391228481	0.054	0.012	0.006	0.036
PRKCA	0.018	0.006	0.006	0.006	-	-	30.3777172677062	0.036	0.012	0.006	0.018
TNNC2	0.018	0.000	0.000	0.018	-	-	30.3332912292203	0.042	0.000	0.000	0.042
AKT3	0.018	0.006	0.000	0.012	-	-	30.3278937312667	0.042	0.024	0.000	0.018
CACNA1E	0.018	0.018	0.000	0.000	-	-	30.2644383599277	0.119	0.107	0.000	0.012
DPYSL4	0.018	0.018	0.000	0.000	-	-	30.2308407713579	0.071	0.042	0.006	0.024
CD4	0.018	0.012	0.000	0.006	-	-	30.219089962964	0.030	0.024	0.000	0.006
TLE1	0.012	0.012	0.000	0.000	-	-	30.1049190769882	0.036	0.024	0.012	0.000
PTPRF	0.018	0.012	0.006	0.000	-	-	29.9970674831146	0.071	0.060	0.006	0.006
PAK2	0.024	0.006	0.006	0.012	-	-	29.8947979518537	0.077	0.024	0.006	0.054
NR2F2	0.024	0.006	0.000	0.018	-	-	29.7146865577235	0.065	0.018	0.000	0.048
ULK2	0.024	0.006	0.006	0.012	-	-	29.6347795708932	0.042	0.012	0.018	0.012
CACNA1H	0.018	0.018	0.000	0.000	-	-	29.4368454842539	0.083	0.071	0.006	0.006
TAF1B	0.030	0.018	0.006	0.006	-	-	29.3396328799541	0.042	0.024	0.006	0.012
SNTB1	0.024	0.006	0.000	0.024	-	-	29.2241417728929	0.083	0.018	0.000	0.071
ADAM12	0.018	0.006	0.006	0.006	-	-	29.0931727993129	0.077	0.030	0.012	0.036
LHX9	0.012	0.006	0.000	0.006	-	-	28.4767072533299	0.048	0.036	0.000	0.012
SRC	0.018	0.012	0.000	0.006	-	-	28.3923039166134	0.018	0.012	0.000	0.006
SP1	0.018	0.012	0.006	0.000	-	-	28.3794616822169	0.024	0.018	0.006	0.000
RPSA	0.012	0.006	0.000	0.006	-	-	28.3061775915951	0.054	0.036	0.006	0.012
ULK1	0.036	0.018	0.006	0.012	-	-	27.921259150299	0.071	0.048	0.012	0.012
MAPK1	0.012	0.006	0.000	0.006	-	-	27.6441746699359	0.018	0.006	0.000	0.012
LRP4	0.024	0.018	0.000	0.006	-	-	27.4556015872716	0.060	0.042	0.000	0.018
GNAQ	0.024	0.012	0.012	0.000	CC	-	27.2011908440328	0.036	0.018	0.018	0.000
FLI1	0.018	0.000	0.000	0.018	CC	-	27.129473041028	0.018	0.000	0.000	0.018
SIN3A	0.018	0.006	0.000	0.012	-	PC	26.696730168114	0.048	0.036	0.000	0.012
SMAD1	0.018	0.000	0.006	0.012	-	-	26.5913058866085	0.018	0.000	0.006	0.012
KCNJ2	0.012	0.006	0.000	0.006	-	-	26.589216770286	0.024	0.012	0.000	0.012
EPHA6	0.048	0.048	0.000	0.000	-	-	26.4954296173314	0.083	0.083	0.000	0.000
SP3	0.012	0.000	0.012	0.000	-	-	26.4906584162842	0.018	0.000	0.012	0.006
F2R	0.012	0.006	0.000	0.006	-	-	26.4675268936677	0.030	0.012	0.012	0.006
E2F4	0.012	0.006	0.000	0.006	-	-	26.3783326723781	0.018	0.006	0.006	0.006
CDK4	0.018	0.000	0.000	0.018	CC	-	26.3554358957706	0.018	0.000	0.000	0.018
SHC1	0.018	0.006	0.000	0.012	-	-	26.1637611455608	0.018	0.006	0.000	0.012
TRAF2	0.018	0.006	0.000	0.012	-	-	26.1632140777383	0.024	0.006	0.000	0.018
MYBPC1	0.012	0.012	0.000	0.000	-	-	26.1565853800036	0.024	0.018	0.006	0.000
PRKCZ	0.012	0.000	0.006	0.006	-	-	25.9812593447831	0.030	0.000	0.018	0.012
GAB2	0.018	0.000	0.006	0.012	-	-	25.8876736191383	0.042	0.000	0.012	0.030
RGL3	0.012	0.012	0.000	0.000	-	-	25.4701026773552	0.036	0.030	0.000	0.006
IL6ST	0.024	0.000	0.018	0.006	CC	-	25.3870897313988	0.048	0.024	0.018	0.006
ZYX	0.012	0.000	0.000	0.012	-	-	25.3471359172807	0.036	0.018	0.006	0.012
ONECUT1	0.012	0.006	0.006	0.000	-	-	25.0660953911174	0.042	0.036	0.006	0.000
COPS2	0.012	0.006	0.006	0.000	-	-	25.0660953911174	0.030	0.018	0.012	0.000
PXN	0.018	0.006	0.000	0.012	-	-	24.927199217373	0.030	0.018	0.000	0.018
RHOBTB1	0.012	0.006	0.000	0.006	-	-	24.9073082481639	0.054	0.024	0.000	0.030
HSP90AA1	0.018	0.018	0.000	0.000	-	-	24.9016905127937	0.036	0.036	0.000	0.000
MCC	0.012	0.006	0.006	0.000	-	-	24.8655603130857	0.077	0.036	0.036	0.012
ATR	0.012	0.012	0.000	0.000	-	PC	24.8264416092738	0.060	0.048	0.000	0.012
THBS2	0.018	0.000	0.012	0.006	-	-	24.4821607516969	0.042	0.024	0.012	0.006
LHX4	0.012	0.006	0.006	0.000	-	-	24.0638226706234	0.042	0.024	0.006	0.012
RASGRP2	0.018	0.012	0.006	0.000	-	-	24.0171104103043	0.036	0.024	0.006	0.006
LAMB4	0.012	0.012	0.000	0.000	-	-	24.0083382119967	0.089	0.065	0.000	0.024
CUL1	0.012	0.006	0.000	0.006	-	PC	23.9540546297397	0.077	0.054	0.012	0.012
RAPGEF2	0.024	0.018	0.000	0.006	-	-	23.9032796800077	0.060	0.036	0.000	0.024
GNB1	0.012	0.000	0.012	0.000	-	-	23.8839281067448	0.030	0.000	0.018	0.012
MAP3K4	0.018	0.018	0.000	0.000	-	PC	23.80696907583	0.054	0.048	0.006	0.000
CCL5	0.012	0.006	0.000	0.006	-	-	23.7859890358453	0.018	0.006	0.000	0.012
USF2	0.018	0.000	0.006	0.012	-	-	23.3958926765189	0.042	0.006	0.006	0.030
FGF5	0.012	0.000	0.012	0.000	-	-	23.3900009614521	0.024	0.006	0.012	0.006
ITGA6	0.012	0.006	0.006	0.000	-	PC	23.2551816691862	0.024	0.018	0.006	0.000
YWHAZ	0.018	0.000	0.000	0.018	-	-	23.2055098638211	0.065	0.006	0.000	0.060
MAG	0.012	0.006	0.000	0.006	-	-	23.1158472507711	0.065	0.030	0.006	0.030
PCDHA4	0.018	0.018	0.000	0.000	-	-	22.774486884799	0.071	0.065	0.000	0.006
BCAR1	0.012	0.006	0.000	0.006	-	-	22.7406577632154	0.030	0.018	0.006	0.006
TLE3	0.012	0.012	0.000	0.000	-	-	22.6664326633435	0.024	0.018	0.000	0.006
DKC1	0.012	0.000	0.000	0.012	-	-	22.6153469379293	0.036	0.006	0.006	0.030
ANGPT1	0.018	0.012	0.000	0.006	-	-	22.5095727716773	0.077	0.024	0.000	0.054
RAP2B	0.012	0.000	0.006	0.006	-	-	22.4997379811586	0.036	0.000	0.006	0.030
CDH26	0.012	0.006	0.000	0.006	-	-	22.4354292219501	0.095	0.042	0.000	0.054
PLK1	0.018	0.018	0.000	0.000	-	-	22.3910804086436	0.024	0.024	0.000	0.000
PTGES3	0.012	0.006	0.000	0.006	-	-	21.9214984306213	0.012	0.006	0.000	0.006
RAP1B	0.012	0.006	0.000	0.006	-	-	21.8351265857167	0.048	0.012	0.000	0.036
COMP	0.012	0.006	0.000	0.006	-	-	21.6772135665871	0.024	0.012	0.000	0.012
SV2B	0.018	0.000	0.000	0.018	-	-	21.670259351135	0.048	0.006	0.000	0.042
PPP3CB	0.012	0.006	0.000	0.006	-	-	21.6359525339395	0.048	0.030	0.000	0.024
RALA	0.012	0.000	0.000	0.012	-	-	21.6305474237313	0.024	0.000	0.000	0.024
PCDH18	0.018	0.018	0.000	0.000	-	-	21.578979760714	0.083	0.071	0.000	0.012
PCDHA6	0.018	0.018	0.000	0.000	-	-	21.5060632215265	0.071	0.065	0.000	0.006
ITGB1	0.018	0.006	0.000	0.012	-	-	21.1451543815878	0.042	0.024	0.000	0.018
RBBP4	0.012	0.012	0.000	0.000	-	-	21.0591094203771	0.042	0.030	0.006	0.006
NR2F6	0.012	0.012	0.000	0.000	-	-	20.9697953795477	0.018	0.012	0.000	0.006
COL5A3	0.018	0.012	0.006	0.000	-	-	20.9162175191023	0.060	0.048	0.012	0.000
PCDH17	0.018	0.012	0.000	0.006	-	-	20.8059084351379	0.125	0.107	0.012	0.006
MADD	0.012	0.012	0.000	0.000	-	-	20.7291122497889	0.095	0.077	0.006	0.012
STAT3	0.018	0.012	0.000	0.006	-	PC	20.5979570120221	0.042	0.018	0.000	0.024
TCF3	0.012	0.000	0.012	0.000	CC	-	20.3303473037546	0.036	0.012	0.018	0.006
COL11A1	0.030	0.030	0.000	0.000	-	-	20.2915007864832	0.077	0.065	0.006	0.006
LHX3	0.018	0.006	0.000	0.012	-	-	20.2070491315098	0.030	0.012	0.000	0.018
CCNB1	0.012	0.000	0.006	0.006	-	-	20.1432018831726	0.042	0.012	0.024	0.006
TERT	0.012	0.000	0.000	0.012	-	-	20.0324330385445	0.077	0.018	0.006	0.060
CREB1	0.012	0.000	0.006	0.006	CC	PC	20.0064991431803	0.024	0.012	0.006	0.006
APEX1	0.012	0.006	0.006	0.000	-	-	19.9465558411253	0.030	0.012	0.012	0.006
PLCZ1	0.012	0.000	0.006	0.006	-	-	19.8795264884538	0.030	0.012	0.006	0.012
THBS4	0.012	0.012	0.000	0.000	-	-	19.6893767385879	0.060	0.048	0.012	0.000
ITGA4	0.024	0.024	0.000	0.000	-	-	19.4136889888538	0.054	0.036	0.018	0.000
MAP3K1	0.018	0.006	0.012	0.000	-	PC	19.4096095764686	0.048	0.030	0.018	0.000
RHOD	0.012	0.000	0.000	0.012	-	-	19.387933917854	0.036	0.006	0.006	0.024
VPS72	0.012	0.000	0.000	0.012	-	-	19.2693911952802	0.024	0.006	0.000	0.018
ITGB3	0.012	0.006	0.000	0.006	-	-	19.1691878532306	0.018	0.012	0.000	0.006
TRPC4	0.018	0.018	0.000	0.000	-	-	19.069438202839	0.071	0.060	0.000	0.018
TBP	0.012	0.000	0.000	0.012	-	-	18.8016565118611	0.024	0.006	0.006	0.012
CDK9	0.018	0.000	0.000	0.018	-	-	18.7973291460279	0.042	0.018	0.000	0.024
PLCB1	0.018	0.000	0.006	0.012	-	-	18.5513714027592	0.071	0.048	0.006	0.018
FYN	0.018	0.012	0.006	0.000	-	-	18.4556546941312	0.036	0.030	0.006	0.000
TGFBR1	0.024	0.018	0.000	0.006	-	-	18.2998266103487	0.042	0.030	0.006	0.006
ACTN1	0.012	0.006	0.000	0.006	-	-	18.2937922414201	0.042	0.030	0.006	0.006
VIM	0.018	0.012	0.000	0.006	-	-	18.2091699082051	0.065	0.048	0.006	0.018
CNKSR2	0.018	0.012	0.000	0.006	-	-	18.1650147466159	0.077	0.036	0.036	0.006
NF1	0.012	0.006	0.000	0.006	CC	PC	18.0015838140341	0.065	0.042	0.006	0.018
TP53BP1	0.012	0.012	0.000	0.000	-	PC	17.9922317884933	0.042	0.036	0.006	0.000
IGFALS	0.018	0.018	0.000	0.000	-	-	17.8957841388427	0.042	0.042	0.000	0.000
SV2A	0.012	0.006	0.000	0.006	-	-	17.8878847225041	0.077	0.054	0.000	0.024
STAT1	0.012	0.006	0.006	0.000	-	-	17.7591295051431	0.042	0.036	0.006	0.000
JUN	0.006	0.006	0.000	0.000	CC	-	17.738125938919	0.018	0.018	0.000	0.000
DNMT1	0.006	0.006	0.000	0.000	-	-	17.738125938919	0.048	0.036	0.012	0.000
CFTR	0.012	0.006	0.000	0.006	-	-	17.66827564656	0.077	0.030	0.006	0.042
VDR	0.006	0.006	0.000	0.000	-	-	17.6201873522088	0.024	0.006	0.018	0.000
NOTCH2NL	0.006	0.006	0.000	0.000	-	-	17.6201873522088	0.030	0.006	0.000	0.024
APBA2	0.006	0.006	0.000	0.000	-	-	17.6201873522088	0.036	0.036	0.000	0.000
COL20A1	0.018	0.012	0.000	0.006	-	-	17.5872154796684	0.107	0.042	0.006	0.060
BCL2L1	0.012	0.000	0.000	0.012	-	-	17.3914571717274	0.024	0.000	0.000	0.024
SOS1	0.012	0.012	0.000	0.000	-	PC	17.2369285491459	0.036	0.036	0.000	0.000
INVS	0.018	0.006	0.006	0.006	-	-	17.236878831649	0.065	0.054	0.006	0.006
RASGRP3	0.012	0.012	0.000	0.000	-	-	17.0845513436701	0.018	0.018	0.000	0.000
NTRK1	0.012	0.006	0.000	0.006	CC	-	16.864538436201	0.024	0.012	0.000	0.012
CCNB2	0.012	0.000	0.012	0.000	-	-	16.7324577433522	0.024	0.006	0.018	0.000
KAL1	0.018	0.012	0.000	0.006	-	-	16.6244742315533	0.095	0.054	0.030	0.012
PLCE1	0.012	0.012	0.000	0.000	-	-	16.5932153504674	0.065	0.036	0.024	0.006
PLD2	0.012	0.006	0.006	0.000	-	-	16.5548172897837	0.048	0.036	0.012	0.000
KL	0.012	0.006	0.000	0.012	-	-	16.4428173404452	0.048	0.024	0.000	0.030
WWP2	0.012	0.012	0.000	0.000	-	-	16.4286915979395	0.048	0.036	0.012	0.000
CCND2	0.018	0.006	0.006	0.006	CC	-	16.3471443461053	0.048	0.018	0.012	0.018
PCDHGB2	0.012	0.012	0.000	0.000	-	-	16.3280544678452	0.054	0.048	0.000	0.006
CRMP1	0.018	0.018	0.006	0.000	-	-	16.1436501273687	0.048	0.036	0.018	0.000
INSR	0.012	0.006	0.006	0.000	-	-	16.0197951184266	0.065	0.054	0.012	0.000
ARNT	0.012	0.000	0.000	0.012	CC	-	15.7705226832335	0.030	0.006	0.000	0.024
RBBP7	0.018	0.018	0.000	0.000	-	-	15.7128280721166	0.054	0.024	0.018	0.012
JMJD1C	0.018	0.018	0.000	0.000	-	-	15.6986476698263	0.113	0.083	0.012	0.018
RBL2	0.012	0.006	0.006	0.000	-	-	15.5938237364369	0.042	0.024	0.018	0.000
XRCC1	0.012	0.012	0.000	0.000	-	-	15.5858755299674	0.024	0.018	0.000	0.006
PPP3CA	0.006	0.006	0.000	0.000	-	-	15.5783678687611	0.018	0.018	0.000	0.000
GRM5	0.119	0.089	0.006	0.024	-	-	15.4216464245197	0.125	0.095	0.006	0.024
RARG	0.006	0.000	0.006	0.000	-	-	15.3231485995535	0.006	0.000	0.006	0.000
TRPM2	0.006	0.006	0.000	0.000	-	-	15.1788806522643	0.054	0.042	0.012	0.000
NGF	0.012	0.006	0.000	0.006	-	-	15.1699046280582	0.018	0.006	0.006	0.006
PARD3B	0.018	0.012	0.006	0.000	-	-	15.1501127284935	0.095	0.048	0.048	0.000
GSK3B	0.006	0.006	0.000	0.000	-	-	15.1247922507331	0.018	0.012	0.006	0.000
DPYSL5	0.006	0.006	0.000	0.000	-	-	15.1247922507331	0.042	0.030	0.000	0.012
NFIC	0.018	0.006	0.012	0.000	-	-	15.1128081000502	0.030	0.018	0.012	0.000
WISP1	0.024	0.000	0.000	0.024	-	-	15.0303107209067	0.077	0.012	0.000	0.065
PML	0.006	0.006	0.000	0.000	CC	-	14.7509904025742	0.048	0.036	0.000	0.012
FOS	0.006	0.006	0.000	0.000	-	-	14.7509904025742	0.012	0.006	0.000	0.006
VWF	0.012	0.012	0.000	0.000	-	-	14.620766203549	0.071	0.065	0.000	0.006
NFKB1	0.006	0.006	0.000	0.000	-	-	14.5265512082271	0.024	0.024	0.000	0.000
NCL	0.006	0.006	0.000	0.000	-	-	14.5265512082271	0.018	0.018	0.000	0.000
MYH6	0.006	0.006	0.000	0.000	-	-	14.5265512082271	0.095	0.095	0.012	0.006
FGF7	0.006	0.000	0.006	0.000	-	-	14.5265512082271	0.024	0.012	0.012	0.000
BARD1	0.006	0.006	0.000	0.000	-	PC	14.5265512082271	0.012	0.012	0.000	0.000
KCNJ12	0.012	0.012	0.000	0.000	-	-	14.5193559468378	0.089	0.060	0.030	0.006
PPP1R9A	0.018	0.012	0.000	0.006	-	-	14.4343584319674	0.101	0.042	0.006	0.060
INPPL1	0.012	0.000	0.006	0.006	-	-	14.3964723402017	0.065	0.042	0.012	0.012
TJP1	0.006	0.006	0.000	0.000	-	-	14.3484505259052	0.042	0.042	0.000	0.000
RAP1A	0.006	0.000	0.006	0.000	-	-	14.3484505259052	0.012	0.006	0.006	0.000
NHLH2	0.006	0.000	0.006	0.000	-	-	14.3484505259052	0.018	0.000	0.012	0.006
DAG1	0.006	0.000	0.006	0.000	-	-	14.3484505259052	0.036	0.018	0.018	0.000
TRPC6	0.012	0.012	0.000	0.000	-	-	14.0515819838617	0.042	0.042	0.000	0.000
WNT3A	0.006	0.000	0.000	0.006	-	-	13.9420975770478	0.042	0.024	0.006	0.012
MAX	0.012	0.006	0.000	0.006	-	PC	13.9362007747486	0.018	0.012	0.000	0.006
MYH8	0.012	0.012	0.000	0.000	-	-	13.7839294139561	0.071	0.054	0.018	0.000
PIP5K1B	0.012	0.000	0.012	0.000	-	-	13.6686319963338	0.024	0.006	0.018	0.000
TP63	0.012	0.000	0.000	0.012	-	-	13.6443373731402	0.077	0.030	0.012	0.042
MDM4	0.012	0.006	0.000	0.006	CC	-	13.6414031387199	0.042	0.018	0.000	0.024
HSPG2	0.012	0.012	0.000	0.000	-	-	13.6231872354717	0.107	0.089	0.012	0.012
GAB1	0.012	0.000	0.000	0.012	-	-	13.4771187335159	0.024	0.006	0.006	0.012
SREBF1	0.012	0.000	0.006	0.006	-	-	13.3157424854528	0.077	0.036	0.024	0.018
FGF6	0.012	0.006	0.006	0.000	-	-	13.2613764894705	0.036	0.018	0.006	0.012
TOP1	0.036	0.024	0.006	0.006	CC	-	13.183013389159	0.065	0.036	0.006	0.024
CYP51A1	0.006	0.000	0.000	0.006	-	-	13.138160857743	0.095	0.024	0.000	0.071
CDC42	0.006	0.000	0.000	0.006	-	-	13.138160857743	0.018	0.000	0.012	0.006
BCL2	0.006	0.000	0.006	0.000	CC	-	13.1141871530926	0.030	0.006	0.024	0.000
ELN	0.012	0.006	0.000	0.006	CC	-	13.0971824697848	0.042	0.018	0.000	0.024
CTNNA2	0.012	0.012	0.000	0.000	-	-	13.0790453968462	0.071	0.065	0.006	0.000
SYNGAP1	0.018	0.018	0.000	0.000	-	-	13.0730656265909	0.048	0.042	0.006	0.000
XRCC6	0.006	0.006	0.000	0.000	-	-	13.0587026944659	0.018	0.012	0.006	0.000
ERG	0.006	0.006	0.000	0.000	CC	-	13.0587026944659	0.048	0.030	0.018	0.000
CHEK1	0.006	0.006	0.000	0.000	-	-	13.0587026944659	0.036	0.024	0.000	0.012
BRAF	0.006	0.006	0.000	0.000	CC	PC	13.0587026944659	0.054	0.036	0.006	0.012
KIT	0.012	0.012	0.000	0.000	CC	PC	12.9718172524555	0.048	0.036	0.006	0.012
SPTBN4	0.006	0.006	0.000	0.000	-	-	12.9032314345554	0.095	0.071	0.000	0.024
MLLT4	0.006	0.006	0.000	0.000	CC	PC	12.8430984870401	0.065	0.048	0.006	0.012
FIGF	0.006	0.000	0.006	0.000	-	-	12.8430984870401	0.030	0.000	0.024	0.006
CETN2	0.006	0.000	0.006	0.000	-	-	12.8430984870401	0.054	0.012	0.006	0.036
ADAM10	0.006	0.006	0.000	0.000	-	PC	12.8430984870401	0.018	0.012	0.006	0.000
RXRB	0.006	0.000	0.006	0.000	-	-	12.8321916045643	0.018	0.006	0.006	0.006
MAGI1	0.006	0.000	0.006	0.000	-	-	12.7594518825567	0.042	0.024	0.006	0.012
FOXO1	0.006	0.000	0.006	0.000	-	-	12.7594518825567	0.036	0.012	0.006	0.018
CALM1	0.006	0.000	0.006	0.000	-	-	12.7594518825567	0.012	0.006	0.006	0.000
RHOT2	0.012	0.006	0.006	0.000	-	-	12.7440427499805	0.048	0.030	0.012	0.006
DPYS	0.036	0.018	0.000	0.024	-	-	12.7057707592665	0.083	0.036	0.000	0.054
LRP6	0.012	0.012	0.000	0.000	-	-	12.6086628298521	0.024	0.024	0.000	0.000
MED14	0.018	0.018	0.000	0.000	-	-	12.5967585784165	0.060	0.042	0.018	0.000
GNG7	0.006	0.006	0.000	0.000	-	-	12.5777215882611	0.024	0.012	0.012	0.000
NFE2L2	0.006	0.000	0.006	0.000	CC	PC	12.5605911042717	0.024	0.006	0.012	0.006
PTPRB	0.006	0.006	0.000	0.000	-	-	12.5507852667519	0.060	0.048	0.000	0.012
IL12RB1	0.006	0.006	0.000	0.000	-	-	12.5507852667519	0.024	0.012	0.000	0.012
CDC25C	0.012	0.006	0.000	0.006	-	-	12.4582618886175	0.048	0.036	0.006	0.006
SFRS5	0.012	0.012	0.000	0.000	-	-	12.44145434423	0.024	0.024	0.000	0.000
FGF1	0.006	0.000	0.000	0.006	-	-	12.4141521769168	0.012	0.006	0.000	0.006
ITGAD	0.012	0.012	0.000	0.000	-	-	12.2619221573056	0.042	0.042	0.000	0.000
TFAP2B	0.006	0.006	0.000	0.000	-	-	12.210659523536	0.036	0.018	0.000	0.018
FN1	0.006	0.006	0.000	0.000	-	PC	12.210659523536	0.060	0.060	0.000	0.000
RBL1	0.012	0.006	0.000	0.006	-	-	12.0775554863331	0.036	0.030	0.000	0.006
COL4A4	0.012	0.012	0.000	0.000	-	-	12.0195966781903	0.060	0.060	0.000	0.000
ERBB2IP	0.024	0.012	0.012	0.000	-	PC	11.9566969496622	0.042	0.024	0.018	0.000
SMC2	0.012	0.006	0.000	0.006	-	-	11.729399632441	0.030	0.024	0.000	0.006
CDH20	0.012	0.006	0.006	0.000	-	-	11.7232036187181	0.083	0.060	0.024	0.000
FAT2	0.018	0.012	0.006	0.000	-	-	11.7179435265342	0.143	0.131	0.006	0.006
STAM	0.006	0.006	0.000	0.000	-	-	11.7120221472343	0.042	0.018	0.006	0.018
SKIL	0.006	0.006	0.000	0.000	-	-	11.7120221472343	0.095	0.012	0.006	0.077
MAP2K1	0.006	0.006	0.000	0.000	-	-	11.7120221472343	0.036	0.030	0.000	0.006
CACNA2D2	0.012	0.006	0.006	0.000	-	-	11.4942654480736	0.060	0.030	0.024	0.006
KCNJ3	0.006	0.006	0.000	0.000	-	-	11.4132815898186	0.054	0.048	0.006	0.000
CACNA1A	0.006	0.000	0.006	0.000	-	-	11.4132815898186	0.048	0.036	0.006	0.012
NEBL	0.012	0.012	0.000	0.000	-	-	11.3034297514304	0.095	0.071	0.006	0.024
NCAPG2	0.006	0.000	0.006	0.000	-	-	11.2823838233848	0.065	0.030	0.024	0.012
COL5A1	0.006	0.000	0.000	0.006	-	-	11.2823838233848	0.089	0.071	0.000	0.018
CASK	0.006	0.000	0.006	0.000	-	-	11.2823838233848	0.036	0.012	0.018	0.006
EPHA8	0.018	0.018	0.000	0.000	-	-	11.2130010986109	0.077	0.065	0.006	0.006
SRF	0.024	0.006	0.000	0.018	-	-	11.1805972574643	0.065	0.006	0.000	0.060
SORT1	0.012	0.012	0.000	0.000	-	-	11.0883002566024	0.024	0.018	0.006	0.000
RAB2A	0.012	0.000	0.006	0.006	-	-	11.0068505309442	0.042	0.000	0.006	0.036
PIP4K2C	0.006	0.000	0.000	0.006	-	-	10.9777047277393	0.024	0.006	0.000	0.018
MED20	0.012	0.000	0.000	0.012	-	-	10.9750384988537	0.060	0.006	0.000	0.054
NRG3	0.054	0.030	0.018	0.006	-	-	10.9660897316067	0.083	0.042	0.024	0.018
RHOBTB2	0.006	0.006	0.000	0.000	-	-	10.9616135043561	0.071	0.048	0.024	0.000
NPHP1	0.006	0.000	0.000	0.006	-	-	10.9616135043561	0.018	0.006	0.000	0.012
LIMS1	0.006	0.000	0.000	0.006	-	-	10.9616135043561	0.024	0.012	0.000	0.012
INCENP	0.006	0.006	0.000	0.000	-	-	10.9544659729261	0.054	0.048	0.006	0.000
CEBPB	0.006	0.000	0.000	0.006	-	-	10.9544659729261	0.065	0.000	0.000	0.065
CDK6	0.006	0.000	0.000	0.006	CC	-	10.9544659729261	0.071	0.012	0.000	0.065
TIMELESS	0.006	0.006	0.000	0.000	-	-	10.9496355175308	0.048	0.042	0.000	0.006
CAMK2B	0.006	0.006	0.000	0.000	-	-	10.8212567175552	0.036	0.012	0.000	0.024
GUCY1A2	0.012	0.012	0.000	0.000	-	-	10.7935320401827	0.036	0.036	0.000	0.000
DTX1	0.018	0.018	0.000	0.000	-	-	10.780675536605	0.048	0.048	0.000	0.000
LAMB3	0.006	0.000	0.000	0.006	-	-	10.7559472461132	0.060	0.042	0.000	0.018
ACACB	0.012	0.012	0.000	0.000	-	-	10.7506037229148	0.065	0.065	0.000	0.000
TLE2	0.006	0.006	0.000	0.000	-	-	10.7079675381782	0.048	0.036	0.012	0.000
SH3KBP1	0.012	0.000	0.006	0.006	-	-	10.7046895717709	0.083	0.030	0.042	0.012
PAK4	0.006	0.000	0.000	0.006	-	-	10.7016950738543	0.054	0.024	0.000	0.030
PCSK5	0.006	0.006	0.000	0.000	-	-	10.6945905649146	0.054	0.036	0.012	0.006
ARID1B	0.006	0.000	0.006	0.000	-	-	10.6945905649146	0.083	0.060	0.018	0.006
RAB5A	0.006	0.000	0.000	0.006	-	-	10.6859902393863	0.036	0.012	0.006	0.018
FGF12	0.006	0.000	0.000	0.006	-	-	10.6859902393863	0.077	0.024	0.006	0.054
PAK3	0.012	0.006	0.000	0.006	-	-	10.5516857084343	0.018	0.012	0.000	0.006
PCDHGA2	0.006	0.006	0.000	0.000	-	-	10.2918319329917	0.065	0.060	0.000	0.006
MAP2K6	0.006	0.000	0.000	0.006	-	-	10.2918319329917	0.018	0.006	0.000	0.018
KPNA2	0.006	0.000	0.000	0.006	-	-	10.2918319329917	0.048	0.030	0.000	0.018
HEY2	0.006	0.000	0.000	0.006	-	-	10.2918319329917	0.006	0.000	0.000	0.006
GNA13	0.006	0.000	0.000	0.006	-	-	10.2918319329917	0.030	0.012	0.000	0.018
BST1	0.006	0.000	0.000	0.006	-	-	10.2918319329917	0.030	0.012	0.012	0.006
SSH3	0.006	0.006	0.000	0.000	-	-	10.2522804864267	0.060	0.024	0.006	0.030
